T,FC,x1,x2
1,3,2.500155615620577,4.115798561766344
2,3,3.2932154672566796,5.7483889041977
3,3,2.665047042341609,3.1254247975681695
4,4,2.1669997174913713,2.5606100481837437
5,6,3.903828912680469,5.198314189571114
6,2,6.167198144487137,7.179976267756145
7,3,8.265269894365934,4.510852085267486
8,0,8.123059178083833,4.601065384860661
9,2,4.6966437482461725,7.1017108887472675
10,4,7.311697780107852,3.30685863832202
11,3,2.881459031322372,5.446802170986198
12,5,7.745578994202369,7.176728804346281
13,1,5.9141356409811054,4.046403445092386
14,4,8.0580066168993,3.3624737822329553
15,3,4.528458895166848,6.426458752194596
16,3,6.095320420068436,3.476915727734984
17,0,5.363812585109416,6.652742238607176
18,2,9.528727734567077,3.235764253584974
19,2,4.208081368193863,4.567842317740638
20,1,3.156568068442227,5.619333984578223
