T,FC,x1,x2,x3
1,1,8.19583721974083,6.11837151316327,3.591628700531137
2,2,2.3667552554837044,6.2168888806966205,3.2830065998739597
3,2,5.414769597276669,4.289009790434868,5.101264030984309
4,5,5.775204481934901,5.169807612576606,7.13368130548386
5,5,2.9892574792420143,4.71092910303009,2.26137530038083
6,2,4.281214683593953,6.809978827871432,8.046423109904515
7,6,7.272251836748513,7.11096379164476,6.976607800040427
8,6,8.576858365272113,2.5993377823335715,5.557364428671683
9,1,3.4049918802563295,5.065838358966728,3.074724416503463
10,4,6.019701232508303,8.372997301074006,7.3815154877716145
11,3,2.0060659458133374,2.9498489834736894,5.852643504551965
12,3,8.67489419635338,3.468982228140812,3.6922569464271775
13,5,6.595198978770887,7.575365808582935,10.864228064343788
14,4,7.530418710477891,3.620483245060817,8.90969013929862
15,4,2.301096649723533,2.4778326357147513,7.161323628118572
16,5,7.309332106054658,6.178598835228904,4.193258365465638
17,3,7.881857783094334,4.1136144528761,5.517243959498195
18,3,9.451821450031778,6.420407073486593,2.643529495995667
19,2,3.233695649121239,10.80909872651801,4.161562779250496
20,6,7.457215222235965,2.0102658357312375,3.8814105974111044
