T,FC,x1,x2
1,0,4.82727227021471,6.124974143672665
2,1,3.012304414645138,8.431222127558406
3,1,3.0657196866980065,5.961915252020878
4,0,3.7032960637480814,5.0357330580226085
5,4,7.036121409777818,7.367603688588304
6,0,5.573274133194535,8.386174200497852
7,3,5.326757998039746,5.187853494553714
8,1,5.284556195279252,5.1335650391134715
9,3,9.878220672759284,3.287317786443296
10,5,6.64403108683812,5.390991617446353
11,2,4.603554107408878,4.1757119299909915
12,3,3.272147842013051,2.297960698413925
13,2,4.351936469676101,5.389214140276812
14,3,4.211840355961951,9.342038734851254
15,1,7.690589670926599,7.108798202572393
16,3,5.291127922641973,4.844006506382626
17,6,4.334925002015918,5.240824128125417
18,4,4.838062564062113,3.3107014172801996
19,1,8.719571445711537,8.652995447210523
20,3,3.0536937768776813,4.779479348934493
