T,FC,x1,x2,x3,x4,x5
1,11,3.621999184820251,6.264043353335303,7.146071953215237,8.462930842497984,7.698809234894835
2,10,6.979250422711026,7.389554506814918,5.045416583339965,4.558283221606516,3.41121426406739
3,1,2.265102481858943,7.958660332545027,4.327255382264803,4.581972896343748,2.41369544392992
4,8,3.3668196344143886,4.243032385008861,2.4350534281322282,7.074117108003701,2.4823243278796037
5,4,2.8293536883444843,6.133448383179565,2.0211456605205385,8.213042301739115,5.2387257269393945
6,6,4.191359607388126,4.893110605147678,5.354557019612008,8.409286120013896,4.538058418808394
7,4,6.292339678074044,6.778905996378451,6.932934888109289,2.0234354255456672,6.509369398214218
8,3,7.4099166409955375,7.403448412952868,3.8766824612638233,5.275525356754353,4.935472410167084
9,3,2.138971952186578,5.258291636729316,6.038424594121371,5.298157492683362,6.003718432988722
10,2,4.806998906186469,5.8121300311564426,4.399898511242954,3.3946715373979837,5.158796863162636
11,5,6.086031837469356,9.237355323635935,8.204727092673956,6.815783299216534,7.018051440435805
12,0,2.569641797568935,6.878526418130109,5.362244972497302,4.517446434875358,5.188652463741518
13,2,6.014335875784974,4.230218358921332,4.439757395179472,8.589172803876206,9.461233665900988
14,1,10.633289678538793,4.143721027891161,6.297939658690094,3.690451182196605,3.6271045007108182
15,1,3.205384102043681,6.022336862963243,4.484418507169325,6.3762176866269575,3.272267060482535
16,2,4.870762736953379,2.9152947169378587,4.672431381741959,3.3513457560817876,3.8114263188018884
17,0,4.226264445241759,5.774381851468769,5.190813619195258,5.31978014119137,6.172881592173656
18,2,2.0780296972629193,2.148632639325046,3.9954159708083434,5.638281635836282,3.3829384232036315
19,0,7.003606934285985,6.848986327749517,7.15442598635584,9.237423725195715,4.111541859820073
20,0,5.373183443071152,6.591641290319622,4.5276746150116125,6.124596313311486,5.185068100668824
