T,FC,x1,x2,x3,x4,x5,x6
1,1,7.014677101027764,4.071532737498733,2.341068941772615,6.3096375056252345,4.99015879243414,4.578486916410562
2,3,3.8816923467709117,2.747574320789729,7.86493986913739,4.918216075011715,4.121958930145759,6.131634463719365
3,3,2.2550723532301746,2.0266401729603993,6.208067187235196,5.307282053067551,3.4118553583486744,7.057498468385824
4,3,5.110509062091938,2.1284125534742007,7.013988700270772,6.345537344396112,2.0240102244086704,6.258012330514831
5,3,7.102726898302036,7.205179327679817,6.208905867987284,2.4044997667858006,4.203420474511529,4.12148960527042
6,4,4.1113028656050705,7.486696032774417,2.530226195645084,4.15587311323638,4.177606896052013,5.123905779543505
7,2,6.4145537982404495,4.206294887504445,3.4678663155815976,3.157188753145764,7.446960470176429,6.059225023150672
8,5,6.415371981118628,4.459872454503023,6.040437887905916,4.234953657922079,3.8335050301576765,8.819593969794685
9,8,4.55106123463545,7.857240934031264,7.176310930135302,7.903223123297451,6.153972427236487,8.615155956508193
10,3,7.7562003969432824,4.467632571093501,5.441867059820409,3.4700927200450864,5.8204626935979675,5.419011444184202
11,4,6.896100186844006,8.891249679851033,7.179424377059613,6.394491393945367,6.893093454605756,7.717229263945926
12,5,5.127838563071255,5.283821989811015,6.409000874967574,4.25598889862922,5.586287409867597,8.366043846183722
13,1,3.095918371927515,7.0846577069143635,7.868465532674057,3.1364211214553723,7.4782934325505375,4.104158382952193
14,1,3.5128654179875474,6.264086738451652,3.0645443502588186,2.2822076745811763,7.513753009583653,3.63905175240643
15,2,7.307550476145725,4.971364768934684,7.797363904126448,7.679033435984418,5.841089590865847,4.680468917152597
16,1,6.031339810271882,6.6929781088898395,6.744492148754983,5.2167240125411265,6.32896077460424,7.097376596253387
17,1,7.04590858065335,7.77932001579101,3.4994513070070594,3.6513671442745923,8.163628780338849,3.199366836237456
18,2,6.489338229972819,4.722330151993298,7.432271402338904,4.723201638852549,6.009010840233555,8.321761065247477
19,3,7.500439992842457,7.502816440597497,5.373036564416415,3.17924665862374,7.388858438483381,3.425203005523804
20,2,6.750901440748994,3.6242881330739767,7.402356326619785,2.3017661691257105,5.892960316220639,3.8142248828173693
