T,FC,x1,x2
1,1,4.1247364778741265,11.192390895142022
2,68,6.625535190262738,2.0680101906986863
3,38,5.021376787114398,4.658443626596441
4,6,6.098436805561494,5.085701184997559
5,0,6.818771085688211,9.906946286606987
6,0,9.27906597882257,5.496393157385161
7,0,5.192021222658346,6.465555691829138
8,0,6.116035924516677,2.0859142696173594
9,0,3.5738803346623533,3.6520276809338927
10,0,6.311199890635397,3.8973995850320526
11,0,5.044322461726269,5.049630741963357
12,0,4.094006809824718,6.3510065602118235
13,0,6.822831163423766,3.1051569355799646
14,0,7.925239300593618,6.02968204525658
15,0,9.178018229198347,4.946059891271007
16,0,5.020503835565549,6.2244775804724535
17,0,8.763743883027667,7.330948214364751
18,0,6.0812958065336185,5.074614838276935
19,0,3.407181731502514,5.536821079161812
20,0,7.013650747848469,3.090290855648612
