T,FC,x1,x2,x3,x4,x5,x6,x7,x8
1,4,2.3543143318267132,2.8137808157365427,7.438078356933444,6.358937679627662,7.611886005801395,8.451127035798491,4.118223166398058,7.025685597362616
2,4,3.287421950845964,5.586852042048654,6.411939104357723,6.308736539868133,7.847273449783268,5.308262308559948,9.344545194248452,4.7956712827603045
3,2,8.49335981432509,7.979339829154019,3.4972561316976307,7.572160348044469,2.5811532623736264,7.417167796389904,4.630596407245179,6.396225609050955
4,2,7.446903917583738,4.921771039386968,4.372216272148949,3.2454227463035545,6.66498527762845,3.224489419335466,6.57773377200756,6.611833256388911
5,4,3.9851120910270232,7.969062564836298,3.2862277612660997,4.039678735815961,6.874796093900456,6.296865234168722,3.190994353250837,7.397545113077673
6,5,4.768900376705914,6.146818342544864,7.453211977077533,3.1347632656161544,3.8555047896641996,6.062543896374782,7.345247808443151,7.835741457213532
7,7,5.515105312471083,3.2860626091233196,8.370410050938403,9.066153261413255,8.650956307180689,3.0036021288907975,9.15910715926155,4.331527003397608
8,10,9.06194546577759,8.076015505644664,11.116224451415583,3.132832536776402,2.30268535805253,6.081631903567532,6.501262374181611,2.253754941974573
9,3,6.327551632846774,7.159112289725082,4.07356175255688,3.055155718284026,4.7403600223351345,4.415489625967534,7.916445343957187,5.166258621787977
10,4,7.2957755221034315,4.986290131018373,2.3954188675399943,11.590371715610257,5.822779905182042,4.661460786965017,4.20956320869985,2.9439612382881113
11,4,3.2586606202359,3.314271990558285,6.859046552119816,2.1305165285213583,4.458930983370589,8.749458310778202,4.0249126146498835,6.003947279950495
12,5,7.55758287297409,7.020369533192006,4.049691627496531,3.8635537626864958,5.434791720876031,6.3835384913038675,7.241077414412829,5.6300776616573485
13,4,3.4278164540945593,6.272772043038234,5.477199722772982,4.971106924514883,3.0768460920713663,5.9692191402783905,5.317094295190557,5.401945696834501
14,2,7.502950007700058,7.217650887819753,4.164047960421738,6.766783151565838,3.897301038896336,8.067475781311733,4.232645877150918,8.683642498784444
15,0,2.683305048651903,2.6354331528492536,5.716351632539611,2.4435689401339866,4.111998396727586,6.178769338931488,3.2189879943336512,4.810001683884634
16,2,2.1537037670583024,8.265625949486264,6.046049734035292,2.817342931816756,3.3460143344929008,7.323275521938595,3.0771421154138623,3.6491710584504524
17,1,7.130455480412495,3.951627342701573,3.4147460658056414,9.323391023347455,6.934004344726603,3.0846796711246145,2.0964740628501097,7.223127165700181
18,3,9.27882496427503,3.0550993977914738,7.715763286001339,4.508508790984644,7.25896957368005,4.6708270290399145,7.739148014513063,5.480743714958708
19,1,7.053715678251895,3.186949946958684,7.5155162510623095,2.0487849977563575,7.48027988751535,8.114133545117966,3.930969723900475,6.246884786194858
20,1,2.985833871732752,6.016487907178215,5.23019363256107,3.003500122370571,7.14062068749525,4.130687951615681,5.371909881068804,7.026331426428604
