T,FC,x1,x2,x3,x4,x5,x6,x7,x8
1,29,5.524505140399056,6.124229489941625,4.150923471103237,6.0703686832077315,5.111001584226862,7.230812933640922,5.78140820113104,7.127505878662271
2,21,6.958997073120326,6.97403153329824,4.282193045509324,7.193789048477574,7.919789745352453,7.906839918415415,6.471597319157218,7.145156908416361
3,8,4.5041722796029795,5.114465478068384,8.575737993303246,6.136830021353702,8.186937709320853,7.590336963267816,7.740801075540543,8.252719233847408
4,10,6.201922615920915,2.2293408513951922,7.053675575603867,9.03929643858762,3.313724147741371,5.304761756732663,2.231269288544979,5.895214269370544
5,6,5.648561704624839,2.0212921694031247,2.7214526019215612,5.439229459778154,3.4150560341609455,7.458695241796537,6.14016202119355,5.617316772536543
6,3,5.418511756275509,7.492887110961069,7.123998345583377,5.985530521078832,6.854731048582542,3.615941861214517,7.226671904920544,3.06247942394566
7,2,5.698774220682864,3.618937540213987,3.7652934432991296,4.5442403048941165,5.931835011725267,3.0248651370290114,5.942489166590974,6.0241652328586195
8,0,2.3204985214851677,4.5354554968184875,2.145754390852829,6.659927548666148,3.704372572340943,8.893955870986021,5.570207003961691,5.069634830054608
9,2,5.824566602859744,4.031878597846175,4.68736490634292,5.522916539489185,2.0147230632903046,3.4224607564609477,4.460180827354037,5.003713387514072
10,1,2.3648180480944183,5.08449542262485,3.4498994853486677,7.967271345006551,4.057117195226404,3.390357541502967,3.009416036731011,4.283263048028205
11,0,3.858551661201442,6.320095441871731,8.198431888086438,3.106757209252091,3.2337420743561816,5.260190982306689,6.008911742229285,5.4021219681556705
12,1,7.471380411817298,3.834722239505614,4.946723906308765,6.22024425654152,6.256843200695149,4.33333237270219,4.875357309810063,6.122483940541289
13,0,3.481831635190513,2.9183821002323924,2.2428128937141154,6.37369247141445,7.446548398545335,7.557766092793549,4.494837764332017,4.406100172026534
14,1,2.637844047247009,7.504263994731642,4.494075787602168,3.519241474988956,7.404166064941384,6.055284619733409,4.841736494810634,6.034861108348023
15,0,6.658252325285932,4.446747668965273,7.220130563803274,5.4474044878773125,5.468202772765437,5.196738371345428,2.956414945570072,3.012572039614374
16,0,5.456692826974582,3.630373829521163,7.9119888958338915,6.286498700637767,2.6001414635522977,6.222570978939076,9.170668252803386,2.110447709648956
17,0,8.218943808581388,3.0150316591089688,8.795367027127027,4.202374359074218,7.841200523120056,4.1286492320595025,3.5515492976578122,8.575823804501482
18,0,3.261253623487159,5.207183995825516,2.36908691806501,6.410152333873184,5.074944953574908,5.2849724272598415,5.800648859662548,7.065411056440233
19,0,5.361102484314965,8.186839255369488,2.3327413620099082,7.279106320185678,5.36829219362539,6.437728125778209,3.6908603318354403,4.5527809045390315
20,0,7.331351071193431,5.756048621398656,3.7152311791830983,3.329901871979221,4.04068071522711,3.9924842971588523,6.343264709593746,7.341777957866487
