T,FC,x1,x2
1,3,9.112785453387588,5.57502577143128
2,2,3.2933363933623427,6.121615152672799
3,3,8.528372375896106,7.0268715579051095
4,1,9.067699564748665,5.213060729182885
5,0,5.423070965018573,3.5856122156506953
6,0,5.139574335738371,4.134051226576515
7,3,5.168497072149449,3.6692890387694708
8,4,6.283363967313757,5.596178410308685
9,5,5.249507383822012,7.2370263786924385
10,3,7.189827920398318,2.447938275492293
11,4,3.784987935453759,7.1155839663934
12,2,7.54022031203463,4.351168468671695
13,0,3.275693799456301,5.212408930300153
14,3,9.101886410469215,4.647316675203885
15,3,7.208466559111752,8.278236843389534
16,0,5.14072555605755,6.265426135116102
17,5,6.9414696322993805,3.229899013455416
18,3,4.78540390289454,2.009800144446831
19,1,3.00639552368284,5.812580299938366
20,1,8.518450289230287,3.0837759008762116
