T,FC,x1,x2
1,0,8.652322873110263,2.5747898709933295
2,4,5.0176862825630835,4.307132495787842
3,2,2.368183810639864,3.243773601793203
4,2,5.090554537294162,5.244158544565865
5,3,3.742265386357097,5.772314558304591
6,6,5.960405769115193,7.289142980163667
7,6,3.665861004565928,7.568082371551411
8,9,4.369239858342051,3.665332694570613
9,3,2.1260406244701393,6.886107061138912
10,5,5.471059936064042,7.2349536341353415
11,3,9.354657438570586,6.2473099407097985
12,2,2.93691425303268,3.2361956691489597
13,1,3.2695612419486757,8.109310736347801
14,5,2.539070420958143,6.3813402938589725
15,3,4.93837912946877,6.301975348933072
16,2,7.879923760664464,8.132901275108207
17,3,7.639472883538784,6.787810286256416
18,3,6.609470385778431,6.05983904970544
19,2,4.840495468409135,4.427253093630133
20,2,4.002331035316635,6.74288428290542
