T,FC,x1,x2
1,2,7.913795761538837,4.576591612352078
2,0,8.635972204909965,3.076331288095128
3,2,3.2489592357914914,4.613196899066262
4,1,4.884851730251826,5.948342225129683
5,1,4.528416071425454,3.6549001705160675
6,0,4.353943270958915,2.3089957306916604
7,0,7.60242563520108,6.138836581228956
8,0,8.222366035131792,3.352855853879839
9,1,2.179460885948197,3.0387665244330613
10,1,5.61915926506746,6.25118172626381
11,3,3.4670410986725697,11.632222871651983
12,0,2.019529548101688,4.53470682384884
13,4,7.019794905972842,8.283895654576261
14,2,7.179492150780387,6.07919843456539
15,0,4.553727081526153,3.483808393060305
16,1,6.978582962814759,9.654223189351024
17,1,8.087169506501976,7.542951521332496
18,1,6.685591576093882,8.153972948012177
19,0,4.205228221005862,3.756853337345619
20,2,4.269422163028285,7.511838242702894
