T,FC,x1,x2,x3
1,2,4.261878379841276,8.928790917694064,5.928214243830501
2,2,4.947433634822042,4.518113105643331,2.7134235548801247
3,2,8.830655815647312,7.70619460793619,5.835941141763653
4,2,7.980791273076187,6.7471906250089795,5.0611581880994265
5,1,7.270273306900817,5.007526515102764,2.1391548480605707
6,5,2.605189007473916,5.575726768011798,9.552479681630384
7,2,3.5225814221941127,10.031048813455293,4.866717728767004
8,2,7.364462251002431,6.3011653864810375,4.311969336875521
9,6,3.200213473827901,3.635117216899818,5.865815095162322
10,7,3.777315001093874,7.0887143706587565,8.047079927636267
11,5,7.615576132324445,2.6086825555796898,6.330029422003127
12,3,2.3543838035505886,2.531549575957424,3.0589374178668867
13,8,6.201407088412946,7.214648219225601,6.6238534539773095
14,5,7.206005871885491,9.00326819724425,5.778621559438779
15,5,3.9833805595213256,7.9233130695518925,3.963273759445031
16,5,3.1073334417502503,4.080349164427202,5.604683699196057
17,4,5.910837939492875,2.221640580867781,6.208387751369784
18,1,3.128477258244276,10.120394300102426,7.586056596917265
19,5,6.492325073978432,8.031617385467749,5.5343557874124425
20,3,2.079319609883682,7.1249671345271075,6.706230714430318
