T,FC,x1,x2,x3
1,1,7.113463305815006,2.938588093396989,3.472853422565508
2,2,8.691483818552756,7.07619029478134,4.934991118178133
3,1,4.34563462635525,6.42279919848278,5.470757571813154
4,1,4.363665943100566,3.26091439591373,7.021735513377406
5,2,5.498859193173038,7.333489305829923,5.590452592587709
6,0,3.4176685045536006,4.261640983484239,8.20159649474984
7,1,7.042613094326743,2.9170888094317067,10.384236580452566
8,1,2.204544867750964,10.299750889440055,6.2519029638994645
9,1,7.055460955336036,2.7436079177413872,7.2700757808175345
10,0,3.528677194464928,4.7448579984738455,3.4788909515035717
11,0,6.5691590778298545,5.105634633793544,3.0022493589901007
12,0,3.4884303888013655,4.787317464589777,5.42827643672117
13,3,3.236244358219233,9.266605909852448,8.276168272873667
14,0,5.816743304435562,2.3736578601755847,4.151642288667836
15,0,7.96261302013263,6.7579190019665845,3.7761298697564762
16,4,5.355924583961448,4.94938468525007,7.8351549417638005
17,0,2.408519298375802,3.256292666116119,4.223677818664961
18,0,6.106957690209523,3.1921378422018605,7.91268392978943
19,0,2.4204820840428063,6.121089105622651,5.389000227407893
20,1,4.021431627947532,10.445930146689655,3.353355729479518
