T,FC,x1,x2,x3
1,0,7.535541586766726,10.692225106860827,5.5293057086395665
2,2,6.183068859051344,4.612780513786047,8.453716259292392
3,2,9.858657401274531,5.553592851076326,5.345821490637551
4,1,3.3332700373751836,6.0012417508950096,4.356535311727868
5,3,2.402246227721127,6.157896371177963,3.8563710907674302
6,2,3.7144693606574752,4.193749399886787,5.976484388337108
7,4,6.049378438681952,7.056970596801607,6.395700520292568
8,2,2.1164293412615813,5.426349878546055,3.0187371891167354
9,1,2.844808387529516,5.028061188329927,6.212634874334006
10,4,6.06431098630669,6.892852447989769,2.088660128809566
11,6,4.567576822828891,6.295729544340082,7.2741141305277495
12,3,3.8582709349591124,3.443189495737114,8.147902040302805
13,1,9.506162265472813,4.696405336479951,9.430297471489943
14,1,7.318144604750179,7.515375969933357,2.8727933559936742
15,4,3.781617023262888,3.255544446752067,4.9719270723226705
16,2,5.144252434081425,5.424297979759049,4.439953552653845
17,2,4.7311182803053935,2.1179228356426556,3.4553338339282904
18,3,2.597307255916729,4.415604189312629,7.586384811774691
19,3,4.604958501743104,3.053334144247689,5.187726494125856
20,5,8.205363721235674,7.374746405553238,4.117549423335052
