T,FC,x1,x2
1,1,4.6031400569621965,7.694015184161856
2,5,6.37058332202373,4.021499963441922
3,2,5.129778752630176,6.299177441544445
4,4,4.856531829954233,4.593454342413005
5,3,3.6463859203393345,4.231846954244292
6,5,4.761675124348991,6.965898920513286
7,4,4.601425506451376,5.817661913050087
8,5,4.912957921020512,4.687649998530468
9,4,4.542000201545907,2.8542057029768952
10,5,4.448731108214681,3.573537686350569
11,4,7.060212573973999,7.933645219375322
12,3,2.2234570463579497,8.575335650773633
13,2,4.680751720942107,5.190333498722627
14,2,4.373958373816399,3.289059760364674
15,3,2.6841037449737746,6.587227920803755
16,4,5.264170311585691,3.175202668457668
17,1,2.8447584122477623,4.033198525986904
18,5,2.9660021360750455,6.127620445453014
19,2,7.35365573080468,5.670658107354324
20,4,6.2592956592946205,4.679081316184176
