T,FC,x1,x2,x3,x4,x5
1,2,2.0990503164671668,8.272304668135762,3.6115344852178657,3.28027394517376,5.459511658849525
2,1,4.494014703353158,6.657073986119784,7.855128917099092,7.022973497217167,6.738951263669987
3,1,7.20394723908643,4.351725457721578,6.826671624489844,5.466542679679571,2.862590610685115
4,4,6.127398627770837,7.202822084343329,5.290085422942824,5.003919327560067,6.696986480443461
5,2,3.8040903731538216,3.0687297799983684,6.02855319361062,5.49592825341599,5.78527279574251
6,1,7.072307934462464,6.055962285890514,7.580341738707644,3.5760403660035767,7.021918056402242
7,2,5.1716426450060045,7.421410425925683,3.0210829737023817,5.154885353195764,4.024482643004509
8,2,5.0231172373824275,8.854240652564089,3.78687414525883,4.006800434523731,4.102398797867447
9,1,6.807836955912939,4.16181607132469,7.321554901161643,4.745332276731291,7.919253601143257
10,2,8.772665124113896,6.299265706682888,7.1087519578495435,4.925272978471174,5.753902274590851
11,1,4.9866125860535515,5.4634222875701575,7.836391952520439,5.122883740832811,5.1863877959441
12,2,3.9674865381689637,5.871469077301174,7.217740181274807,6.577359820433405,5.5847787450014
13,1,3.445852152881132,8.138436647463019,3.444735902440866,6.748828886946456,4.112133723565799
14,4,2.437587592923261,6.848819100216916,4.39905304624404,7.57382385940776,3.533126475740066
15,0,4.122699370277974,6.488446771715888,6.027696186878199,4.619644333749485,8.57454200842471
16,0,7.291290381622898,6.736377374916796,8.291313913160618,6.419843097560704,8.05570083509308
17,3,6.261321052575257,4.507491541981449,6.330864902922803,5.106837408251756,6.107032025211815
18,2,2.551249626823206,2.4470884962299575,7.221808092001593,8.394505277270655,8.396143805314903
19,3,6.354815490622874,3.9810049723890732,4.255752946464133,6.51341253866742,3.2355729662825836
20,2,3.877681812431172,5.348687398080962,5.56916341521168,5.478838019020339,3.181156731250778
