T,FC,x1,x2
1,1,2.2529467388214783,4.089826751990661
2,1,7.791431722473614,7.148549642334845
3,2,8.59804122684083,3.3347678690651787
4,1,4.087636507591689,3.7113273751953884
5,0,2.287470177846286,3.984769151949264
6,2,6.505486794758466,6.029557598876845
7,0,4.345596402330794,4.609854283118794
8,1,7.466925635326124,7.576615927893491
9,2,5.271247556850158,6.252508831503
10,0,5.317362962891165,3.07021096435292
11,4,6.573917605753579,5.242663720325671
12,3,2.045891108070878,4.500330129953617
13,0,6.617451454883642,7.7802887373545175
14,1,3.0302668218168134,2.4554436098832557
15,0,7.009725116160472,6.692477301121707
16,0,7.775496971945388,3.5380788119419213
17,0,2.2104326173484106,5.004113923529497
18,0,5.4286249857972635,5.253271489807349
19,1,3.693219153283775,7.898174352804524
20,3,7.009416801878261,4.67197666411129
