T,FC,x1,x2
1,2,6.308692656795862,8.347751160494395
2,2,7.077430561576667,5.128939350122686
3,0,4.843971693687984,4.899834483636825
4,3,6.192386351582518,8.608288972341562
5,6,6.562959243076608,3.5859532227085955
6,6,3.0054705437182836,2.5644045555514845
7,4,7.898614755080873,6.028070805583575
8,5,4.1031766501284554,5.520585954695311
9,8,3.1580667911242104,6.534203444179788
10,5,6.166961210023632,7.182202010823808
11,2,3.0257465634449705,3.01720903817497
12,7,4.205144535179432,2.5759997086279824
13,4,5.12613470895391,2.3184023488174557
14,11,4.373111229434095,4.1643032437455005
15,3,6.940951246920818,5.603228188428811
16,3,7.088893596737471,7.442278043426719
17,3,3.806604827437379,7.911309572371437
18,3,6.979571838388546,3.4605759418560296
19,2,7.152476394539884,4.1479028583569715
20,2,6.710838300119058,6.455668877038741
