T,FC,x1,x2
1,0,2.1228366703395665,6.418729992730646
2,1,6.28389885360386,6.366712551050261
3,2,7.0263935432107765,4.644217571109294
4,2,4.228315106988233,7.463935828508842
5,1,4.747390192747067,4.010928377876793
6,2,4.194239182193281,8.995965751824327
7,2,5.631945024193861,7.485121702527987
8,5,4.119448142183232,5.126653708358685
9,2,7.2413721808373195,2.283197902222951
10,4,2.8693487471117196,7.446190508369625
11,2,4.964461327886116,6.207226357911433
12,4,4.930995930513061,7.376645580858829
13,7,5.46518108805114,3.108419776616583
14,0,7.1745807982815375,6.806435592209548
15,3,8.607354505654946,6.694026164908032
16,3,7.637047536676154,6.01080927583649
17,1,3.653402438386109,3.464375312314659
18,3,10.31842341024638,2.2841735590555623
19,2,2.050650319136556,7.13999389218067
20,0,8.51327297719828,4.945583470358654
