T,FC,x1,x2,x3,x4
1,5,3.0117970615020506,6.205194729973363,2.9890467463193175,4.828526795574285
2,3,9.431947591017732,6.009988289467811,4.27617300383771,7.65836748814958
3,3,3.6918143124549982,3.5092329011133776,7.515112768068141,3.3781605554444023
4,0,4.469200818695564,8.025537498279451,5.1620913288531325,3.313343086744447
5,4,7.855424591877792,5.592991030085388,3.6137058807009,8.15519691988739
6,0,4.074271019553386,8.757945598636471,3.281629984029875,2.2188161792555654
7,4,6.3987182026266005,6.219386509700386,5.3455445368228105,3.244913545243188
8,2,6.45251441132495,3.0356556183287307,3.3840700558081935,2.1116775725916948
9,0,11.254533808534827,2.225228900816597,7.419938753030915,5.061036772541618
10,3,5.1611013529716985,8.259296845669876,3.9288384601722695,2.3462480359702718
11,0,6.629425114283639,3.1059118770630567,3.0165855789289675,3.4832861029296747
12,6,7.621410861597938,7.265025701444996,3.9660309835338694,4.601233174537882
13,2,4.117818495134202,4.112844916970583,8.351552767310416,2.3279966836931534
14,3,5.259898995149067,3.3590122913681135,3.854907302681897,5.7762616358494885
15,5,2.048185475662652,3.786343824138347,7.058326885938011,6.303650222341707
16,3,2.5448273876764675,10.033763379296467,9.376929779012938,6.009755750349991
17,2,6.287976271112307,4.23522297027922,4.75073588482481,8.38992291878493
18,4,2.111967051587992,6.734013957428451,7.669273054263852,7.97689987307896
19,2,6.966027590672878,3.907791629132425,5.087438138488795,7.109401867614047
20,4,8.266489444375038,2.046988444713034,4.977307846514132,7.094076189405154
