T,FC,x1,x2
1,1,3.8227887115504826,4.032233914829796
2,0,2.0983106327184893,5.929684690169293
3,2,4.397164590164421,7.09949382472777
4,0,3.8250485326807455,8.101573092413208
5,2,7.590995569687349,3.0794182971406867
6,0,3.337371601408968,3.401131505765918
7,0,3.1828193367906814,4.386638318583683
8,0,2.2649818328643345,6.075788376334602
9,1,6.501707583539657,5.007705193612254
10,2,6.330098066814448,4.068043683698538
11,2,7.0502575932203415,4.3655950970726405
12,0,5.850280235259281,7.169589060666862
13,0,6.961982465124409,3.6475933652698806
14,2,5.2301660739540745,3.193889882613328
15,4,4.138927072879145,4.220993394275421
16,3,7.51140737733629,8.864205859591541
17,1,3.730567234778446,2.7324252619570912
18,3,3.514284196765709,3.9453668485326805
19,0,7.936841099292918,7.753183496220765
20,4,3.3613884839584385,11.224799202824476
