T,FC,x1,x2,x3
1,2,7.285130514943504,5.155740491445157,4.00221197450674
2,2,2.862404474451549,11.990092974597147,7.473593611981013
3,4,7.120506813005762,3.0393766674403606,4.092256893697875
4,1,2.1475610027866496,3.0060645531459307,5.956490613838941
5,1,2.0554414287994693,2.9589676524379165,5.274125941286859
6,0,3.2568521539967175,3.189218828725437,5.014679032359071
7,2,7.151368291542583,7.805108576434557,2.3785120831098863
8,3,7.444731824700405,3.9666274709695735,3.014718987177022
9,4,7.219401742347207,2.093135718819432,8.637305319830084
10,1,9.230692074221528,3.5546214070601345,7.753629177018137
11,2,5.474774127888817,4.738222565677122,7.147037667924459
12,2,3.5080832857817903,2.5449937055295644,5.450933239740617
13,2,3.8126701039907207,8.525746344161144,6.451547797439269
14,2,4.064790820454278,4.397107391125361,8.950154897060736
15,1,4.715746640171716,3.0236104584392813,7.273327200531981
16,1,6.665047309891512,5.088303458176451,4.016313032175605
17,2,2.8012428113723535,9.41000905568057,4.441326432847806
18,0,6.269371374867626,5.378524945352646,3.3295728412597736
19,2,7.832511256929532,5.317810686154736,6.273056309322181
20,2,7.3363882086690175,2.284077715090269,6.376837991639991
