T,FC,x1,x2,x3
1,2,3.3771972950081546,6.427921718061429,3.247296921307619
2,2,6.457828068304763,6.448163058993027,7.194771333871866
3,5,7.405099983149792,5.311067536617631,7.27237690514701
4,2,6.961364469862848,3.906709568311051,4.223260220353341
5,1,4.1040175099100935,5.479087417633229,6.418711723202098
6,3,8.83217076514812,6.300403390369994,5.022599027395652
7,4,4.085535322525869,5.079607543696628,5.752080919022557
8,1,4.526831464960003,6.969858233698695,5.620185473790961
9,2,7.421270013633918,6.90095595617909,3.698361519165311
10,2,5.888862832751653,6.047441436720698,3.8560733939130407
11,4,4.813775542218993,5.753539730662179,5.304331800325777
12,9,7.86404486016522,5.301897560958899,7.208460060870119
13,5,3.7184370711743164,6.057257348597161,3.043080332412019
14,3,7.949518400243575,6.2382774435533985,6.069781342847383
15,3,8.233643663861553,3.2475960614367976,6.0536735452750765
16,2,8.101698331691994,7.247529298640818,4.054998120614142
17,7,6.563449778994778,6.3108845844648105,9.634444912081898
18,2,8.409476357849297,4.297540784555618,4.825880615935476
19,3,7.236272224760431,5.056504589514667,2.4017550683717417
20,5,5.294790212493557,6.322574935078834,3.054822578343586
