T,FC,x1,x2
1,1,4.002025187803523,4.536435300687645
2,91,6.188068538441548,10.518672537544228
3,25,3.041640808680591,4.6203864536003465
4,9,5.085861168335113,3.5654979425253015
5,2,5.640579717806677,7.2754049432165315
6,0,6.833873429578606,4.231967573151287
7,0,6.0926509688289965,4.970768776929468
8,0,3.6327948393808853,3.162139803582513
9,0,3.0357146341364185,4.667217768664691
10,0,8.031622710557649,7.594181419327573
11,0,7.213568561437848,5.147743117848868
12,0,6.080064009336869,3.260343834110633
13,0,7.161501710885097,10.702763368295443
14,0,2.507756603916506,5.093042679974349
15,0,5.10979893177668,6.104162424900217
16,0,4.951291603862868,7.7874428288325666
17,0,7.3008831849148565,7.154330448009782
18,0,6.637060774567764,7.010346046764103
19,0,4.242644854158573,7.724767848706699
20,0,2.528612065922887,6.670101978939663
