T,FC,x1,x2,x3,x4,x5,x6
1,0,0.0531,4.0,1.0,0.004570077438817671,2.7511967068745165,0.894609337524527
2,1,0.0619,20.0,0.0,0.020539016671849555,10.050363863548405,0.0
3,1,0.158,1.0,0.5,0.10140704910743724,0.7641554435089871,0.14316023384858356
4,3,0.081,1.0,0.5,0.0056265204779635996,0.07258448754247926,0.10032226542804135
5,4,1.046,32.0,2.0,0.9421264336881732,26.317965906443877,0.13868083507309392
6,7,1.75,32.0,5.0,1.0073118539096027,18.12982939900399,4.24522756522679
7,6,2.96,24.0,4.5,1.7793210269703204,9.982539461052063,0.8895409156214404
8,3,4.97,24.0,2.5,0.4941624738144359,21.45455686366742,2.3744682689711474
9,5,0.42,24.0,4.0,0.2561542173145275,7.821287679304344,2.346843715252835
10,5,4.7,30.0,2.0,0.2907545355081786,24.85663259576175,0.20475772649176593
11,2,0.9,0.0,0.0,0.34204555044519375,0.0,0.0
12,1,1.5,8.0,4.0,1.4080643406416988,6.787141569805303,1.3258117825407711
13,1,2.0,8.0,6.0,1.8673211859761687,7.330523306659188,0.21882015673473587
14,2,1.2,12.0,4.0,0.4737395466879106,11.909512443064548,2.532674662140399
15,2,1.2,20.0,6.0,0.8054340252380578,13.29521662139392,2.51137508432504
16,4,2.2,32.0,10.0,0.8672224904408617,15.825780514684332,2.037618492583806
17,2,7.6,24.0,8.0,3.7316052044799224,21.503683596163892,4.242558660142956
