T,FC,x1,x2,x3,x4,x5
1,1,0.0531,4.0,1.0,0.03061091451386891,3.9260885776131444
2,0,0.0619,20.0,0.0,0.0054889068301726945,11.820700612257598
3,0,0.158,1.0,0.5,0.028527101610283167,0.18571349314391028
4,1,0.081,1.0,0.5,0.0060735137587417725,0.42118751779592634
5,6,1.046,32.0,2.0,0.050625452980530165,27.1227677526149
6,9,1.75,32.0,5.0,0.3439241030378275,10.842391036178888
7,2,2.96,24.0,4.5,1.3553732804888654,19.676286506206875
8,4,4.97,24.0,2.5,4.142241134862601,18.891075350115678
9,5,0.42,24.0,4.0,0.2552648704347798,7.453030675010613
10,5,4.7,30.0,2.0,0.2306877602818297,19.592783823284236
11,0,0.9,0.0,0.0,0.23379025991337415,0.0
12,1,1.5,8.0,4.0,0.05271625639563465,2.053775623445641
13,1,2.0,8.0,6.0,1.201999313811761,3.4416193079375503
14,2,1.2,12.0,4.0,0.40303021983384996,8.353071634637832
15,1,1.2,20.0,6.0,0.292395960423441,16.486989115568505
16,2,2.2,32.0,10.0,0.1747860211425027,13.043855643800175
17,2,7.6,24.0,8.0,5.27908013890941,7.654102428619905
