T,FC,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
1,0,0.0531,4.0,1.0,0.01142388759222172,3.1505688551357878,0.30925805203248424,0.015831126690792806,1.4007766566303466,0.47926420343801324,0.04598408897280029
2,1,0.0619,20.0,0.0,0.05950361782081644,0.9391049787322614,0.0,0.032217760658210984,1.3130519686715636,0.0,0.037836226213659716
3,2,0.158,1.0,0.5,0.01316153260253835,0.09551368908641533,0.3529656824815421,0.05751473397707208,0.3722422076388725,0.3245373110072163,0.0711196808724989
4,1,0.081,1.0,0.5,0.07917478884340137,0.022552463739051953,0.2654614763129079,0.07071217903224514,0.006843079003716057,0.11173140968758688,0.06006191121431797
5,4,1.046,32.0,2.0,0.9561650204890467,5.605716811989712,1.2442403605452572,0.3731251055651244,1.156998315747451,1.2235540355159804,0.9207557585100968
6,6,1.75,32.0,5.0,1.1355528189019397,5.600521128318626,3.12054219008886,1.075568657733263,24.18326164735133,1.8966412661277876,0.7188919793710876
7,8,2.96,24.0,4.5,1.5711362710872154,6.162685452283385,3.273226172286675,1.0808614926351134,19.518287530887008,0.32011517250118365,0.6008754615536067
8,6,4.97,24.0,2.5,3.933435720594022,12.770662202276473,2.1406301288353236,1.752927205739441,10.32366926026117,0.8518652810880428,3.401455470205639
9,6,0.42,24.0,4.0,0.040181934695727464,11.333577859456446,3.3119077411331506,0.029229430480795307,10.814599549676098,1.4913459776502882,0.22861319885273676
10,4,4.7,30.0,2.0,4.122592094201816,9.878385222549431,1.9393254362610932,3.7191241864452618,21.70670785874837,0.07585795023437414,2.5031367557796265
11,1,0.9,0.0,0.0,0.3821162538548179,0.0,0.0,0.6105917909781929,0.0,0.0,0.2410563579597637
12,3,1.5,8.0,4.0,0.22130408393585044,2.2273150240219444,1.0261951171393826,0.05196032409249535,3.6605416562432707,0.4176922472718636,0.3633393726975369
13,5,2.0,8.0,6.0,1.9955124620640572,5.267037976815937,0.5032558353499887,0.14867901666191252,0.4984262462327447,0.05986117117779788,0.012265007119289129
14,0,1.2,12.0,4.0,0.2382738629105331,3.5811942207978404,1.6156105358552644,0.7191129682765968,2.8648792378420893,0.2227627813232913,0.3080029970599593
15,1,1.2,20.0,6.0,0.6241879129578644,5.6654012202232185,2.324640143784051,0.7532771760304452,3.380331783983459,4.995009105082727,1.1262566492554826
16,4,2.2,32.0,10.0,0.8325495525155907,15.793826541699264,9.311032148221663,1.7068430606631968,5.601550047410772,6.130990832600647,1.9685504694907403
17,0,7.6,24.0,8.0,6.655382342733685,21.39536009658798,4.015911916365002,0.7890839984875406,3.3897439294978,1.7452595394211023,5.671809401035411
