T,FC,x1,x2,x3
1,1,7.262067541559555,8.607946356540605,7.04504437511429
2,3,5.44826238627361,4.522608454080188,6.0711376144189435
3,3,3.944636702847859,4.524751043937928,4.493354420225189
4,9,6.500375309150906,6.911376261072986,7.9211332558893
5,14,4.647935314789797,2.8453506467683622,5.178557940004225
6,7,4.43381101125408,7.033893855392495,3.549543870688021
7,5,8.063520605317386,4.937776506856516,7.698473537184073
8,6,5.6339523760845935,3.8574771408498956,5.096822989583934
9,2,4.054829622852128,9.197624228000564,3.7034056791472203
10,4,4.269627837628115,3.4887927629566478,4.640207875752504
11,4,8.015940647129934,4.003830981702928,8.885227794728133
12,4,7.464373684026973,9.33936261700092,3.034231552068502
13,3,6.71965036910826,7.6628042179788975,3.1577915696021073
14,2,2.902212709889832,2.3467541792337836,6.931982449812483
15,5,9.012621584295777,10.395026909116583,8.409197003201307
16,4,6.772366429333745,3.8545981212636526,6.59863991418913
17,1,7.317603869312104,7.87725529397603,3.710089884681665
18,1,3.0586428716132636,8.297982026715427,3.6484292702817656
19,2,6.785364023548238,5.263583751378411,7.018242894525684
20,0,3.388966603845252,6.849935641477799,5.048580802678026
