T,FC,x1,x2,x3
1,4,6.043195490769353,7.14944701671134,8.287453346150773
2,5,7.124420297292988,3.2313371384159724,6.029085043604928
3,3,7.4302714681789235,3.176619216332182,3.3411548149934145
4,2,7.054114964093497,2.0719315178995714,2.0667277873007532
5,2,3.4852706829458557,3.2596551362654043,8.511742537886317
6,4,7.079657344523987,5.206110859867455,7.4069857995414505
7,4,7.1057635818843945,5.365382242408678,6.624323492318491
8,4,3.310185088611192,2.0051414735976287,2.147286222137663
9,3,7.800417120254446,5.7309055090466465,6.593836043443199
10,2,5.494403307507271,6.306960259567372,7.193781024211647
11,5,6.786520951234342,3.6501326478271876,7.421838403985701
12,5,5.480076070422645,7.2916908928793855,3.5852618219714034
13,4,6.477905752204629,8.121444309143614,5.365106533799657
14,2,5.388324745611304,8.783190803111049,7.038761189250926
15,4,3.230734161385129,4.16241390859784,5.620322744333048
16,2,6.293335163022131,7.8817804685077615,7.021458448416067
17,6,2.212753868205024,5.148269604235151,3.3920402788730017
18,2,2.0740998152543884,8.992404515478249,5.656153059969041
19,2,5.167667728784804,5.10221029393717,8.332526494639183
20,1,7.058733026308815,4.455868497099251,5.014008505057678
