T,FC,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
1,7,7.139503057219115,2.2223772622406046,4.646591167991167,5.736629692338653,4.29151764776365,3.3801768424719727,5.663956173570348,6.468169823497884,2.54956768255975,3.4039277406502477
2,5,6.004193594694022,6.114536307603647,8.111889786945298,7.306453794229078,7.140838746606565,5.046163378224591,6.3142818900072815,3.8339181152418758,6.091813569689477,2.52388332892387
3,6,5.269866365018311,3.3126081572087203,6.0690596915883654,4.925245743063425,6.020536977918679,4.380542703496454,7.080715132079864,8.117351996022178,6.426086287183538,7.4969183596781965
4,3,8.374039669344965,3.685891199954284,3.0630233186958753,7.093389514929743,4.0734835647766765,2.3119318349672984,5.544654958820875,4.852803145646529,4.634854804483368,2.3411968443608546
5,1,4.334281233280407,3.462113257860468,8.686623479699469,6.481316445423889,3.8757474580481026,3.0449079511186445,6.818976130304845,7.942576727648888,3.193907822150572,4.2742393488406005
6,8,6.195225879450031,4.533902888529608,4.346163203513177,8.056564638771405,5.33385054716573,8.046311283957278,3.4273354713356436,6.238634732073429,5.507233096685512,7.845583389391171
7,3,3.9138138224158627,5.011498390122896,3.082492217183045,4.243983191798456,5.1038708839421565,2.4386181694314026,5.999219428097264,6.358028693363075,3.5610977141511033,5.671484172717244
8,3,6.1155617297291185,5.339598120607898,7.411558666889802,4.691220032728141,3.2381572811338537,5.2169490838018,6.936408292253671,3.513960402316226,6.534924654429755,5.305965887841548
9,2,6.80307119570151,8.721206374025243,6.362610083984282,3.215996596279984,6.833938310506599,7.386765522231084,2.6707358106620016,2.7879368704517375,3.3723762855252892,3.9048831391009036
10,1,7.365985941856401,8.29927701130747,2.3876622344809957,5.269689387692902,4.083837891102935,6.4875825138082455,5.626332352857223,2.0441346788510395,4.357742614906744,4.504620471091914
11,1,5.6223641628365,4.300261412170074,8.228043629926479,5.8497480329209735,4.1718790288304,6.318810601624391,4.7304154645414895,3.1942081583251993,7.98907605066431,3.0916812007666303
12,2,5.806831148546638,6.793919361044523,3.4486293567329254,5.492179108444863,2.3516148313122893,9.065375596871089,5.333783839737036,7.714481672407283,3.2203951051527713,4.501563360481982
13,6,2.490966536228803,9.421685520929259,7.6753934452838,11.06069929607653,3.29137995264166,5.344287960367119,5.679065454510024,5.049974972639346,6.812803964281556,6.250549706926284
14,2,5.748823344283681,6.368364153822636,7.3388071344151875,2.2809146735207464,9.152609340560758,6.484452571250476,7.086352153849045,7.358434384191389,7.63426107031008,7.328057012381745
15,3,7.868558030702973,5.327063168848778,2.2352071199417196,5.321958900141765,4.073517403574939,5.377379579622039,3.331286085494199,9.61255217014742,9.131398304646238,2.812259426242367
16,1,2.204146743030467,5.16697455922184,2.8469893758846867,6.171372260950929,2.0197730522446804,5.129287368333708,5.9688032385088,10.8693161415335,7.204392631737477,5.50142073387617
17,4,2.1654460374045588,4.043538103164965,7.3964359101977495,5.83670505952112,6.420954812339904,6.1264675937703785,6.168608869540712,5.377408514803811,7.805338580667591,6.2002760682406795
18,1,2.3929245970839172,5.410725730616864,5.063071067016855,5.136477479853878,5.5653037914233625,3.870707461135107,2.603643282903728,5.301942739592929,3.09882326598791,3.620296604221969
19,4,7.017362529858517,4.632793505923317,7.888685285400063,5.385419483271684,8.362862224580812,3.4861209777932745,7.889605291713136,8.69548333907226,5.394633239945366,7.6432329829073
20,0,2.7257555958808934,5.431497879696698,5.282243494117581,7.986413718280471,5.374770352461177,6.5412516581205615,6.566426807973311,6.089430512620567,6.519855672800268,7.348836552441864
