T,FC,x1,x2,x3,x4,x5
1,0,3.374136102006392,4.093034126007202,2.0016311116072805,4.515935225584762,4.48852622088439
2,2,12.267795726640303,7.992787205603031,2.1859563469944936,5.355404813107755,3.2003234303633517
3,0,7.432556395309575,6.535781978637496,3.490590455497222,5.605965419155712,7.003762487249333
4,1,6.2316803185137815,5.512830190293238,4.123145595003685,7.755509362840985,5.025521566944702
5,0,3.084228697477804,7.345370383694734,4.789966908253623,4.563403618765889,2.5167208537888195
6,2,3.1545655927727463,5.173825641425701,7.436321125583854,7.47899027169601,4.953569479065407
7,1,2.0139619001625753,6.9764162616941565,7.432519718542073,7.077490206477144,3.7822393987397294
8,0,6.333683985502452,3.659005186102271,7.024915348656435,3.988513144155396,6.463597999601785
9,1,3.0670114564919917,7.654887401980145,9.54794807160113,7.045612553764591,5.638415984908489
10,2,4.487426965270331,4.344896485716518,5.310758648755517,3.3464203596771624,8.264414273313335
11,0,6.985967611818994,6.625346435031994,4.7958140104706155,2.1154348907687632,5.065794885478333
12,0,4.274304482627698,7.056132917537275,7.205561557180611,8.94210453146556,4.197686544448731
13,0,6.148349772684492,3.442500664507228,6.703885237678055,5.035260604224257,2.8437069163128226
14,0,3.867910657535221,5.386326944919176,2.0785741988623427,7.604640862867218,6.5635805492591865
15,0,7.038009926666073,2.5676116247443046,4.344869262378176,3.062489873083768,6.255034898854812
16,1,5.234468629338853,6.2121737765855265,8.032357780655449,7.062662646759598,5.385869192868369
17,2,7.653236773833251,6.451414496321194,6.0498231784439955,7.161502087720556,5.726719442388815
18,1,8.79730541896079,5.5987926806797175,6.028860871993971,3.418561011545447,2.580373370158335
19,0,5.092339184810982,5.412456286665623,4.1062888772554285,6.060490775421295,3.8563344104918387
20,1,2.744235566172593,5.392695118022019,3.373514685743077,7.015816259831423,9.5629576588098
