T,FC,x1,x2,x3,x4,x5,x6,x7,x8
1,12,7.100792179778496,5.659856884903362,6.676892880427554,3.97449180863847,5.521532772144893,5.352916469451589,2.533269310774303,6.314038306538277
2,2,5.505911984906529,2.405862624248764,6.067599178500938,5.735865570177383,2.0676745624354442,4.461564978105459,4.017245826785896,2.458376736832362
3,4,5.67643066751034,4.330586372565801,2.1217864500723853,2.9519369769027906,3.2699240103306617,6.2679930095477205,5.92918135006145,4.467528433664336
4,2,6.2005055175273265,2.1132834609244195,3.853941151668984,4.238851811098644,2.0694070374394995,5.482592321914632,6.556975462187546,4.002371632903901
5,4,4.877776401005063,6.193981384546512,6.692037621453036,4.502863140340603,6.4855608645594245,6.800315759983057,3.402917716632259,2.1944968596736603
6,1,6.311448779508682,7.903852072356532,3.395860985052761,7.286527212412933,6.123671770463444,6.3725368110154434,6.441102528299117,3.307114088694677
7,1,7.63381025489307,4.622922474006199,3.415024252634063,8.92154592558559,5.780266680442589,3.8051376010241817,5.058206228491012,2.8849759186792983
8,3,4.532913194275771,8.590224352417696,2.0332969663724523,6.99715280306404,6.689038228248514,4.398124479670421,4.246111385013324,4.022078770897061
9,3,6.25575621434984,7.300049689173913,6.720692165007035,3.6629940123374567,8.908657079639234,4.178249523281581,5.589837085966632,4.556479986205002
10,2,5.011036855027617,7.0710142626577115,5.133560199630132,6.035466289667201,2.903434295521392,7.6479887759926815,5.094422527040394,5.277926862367959
11,5,2.538411522682246,4.266383505996624,5.351878855876306,2.0169130781772817,4.131881888260413,9.269582884120796,3.9133250861488995,6.366659544469263
12,10,7.743568981914733,3.319115143145258,2.471402892598593,6.6492102604095376,7.163419825185835,7.093872894132419,5.625746291210498,3.5999114409013386
13,4,7.044453646334441,3.8602704903898752,7.4592242962555,8.714412525371277,4.6366443252226635,7.686133107669027,4.477530557371626,7.913235989368564
14,1,3.3424898942227896,6.580691400766853,3.207815323767195,6.557054513994864,6.237320864318771,7.877626373959461,7.539572263731415,4.723106315199882
15,4,9.703591788213794,6.474399282337057,5.384502187747275,7.550198607453801,7.16019733497465,4.323949519879172,5.163840665568653,5.477992260964502
16,3,4.23396930272521,3.6422444456828664,6.12728376353761,5.220348954278964,8.054517317218316,3.115067316459538,5.150673582422825,10.547509096542644
17,0,2.7178486721302693,7.775731891553653,5.805492529254651,6.9438859686126255,4.416874524114944,8.209556350802375,9.59327462321182,2.243050716449625
18,1,3.511703713470493,6.414614912070542,7.676008274643272,3.6577544495259247,6.472896893824794,5.709859030980663,6.595860864834035,4.079176042283036
19,0,3.7267876140769043,4.441367199754019,8.516572817612929,3.4977554385666076,3.206738780575876,7.636136025428444,6.879312552123912,6.114567336810044
20,2,7.316317506968327,3.3178764797786524,5.498563205409447,7.693119463249262,4.427026750689418,7.371196314282546,9.695503910185494,2.9062174472483164
