T,FC,x1,x2
1,1,5.011007001996072,8.092158928635879
2,65,3.3853269966707,6.265507347092678
3,40,7.586666684955447,6.592320687395099
4,2,7.107972233669137,4.51167302991769
5,0,7.391895492270406,5.032807196022356
6,0,4.141785839024211,6.67286381216708
7,0,2.085845383643986,3.445094274723212
8,0,7.0576667919541975,3.545650802790508
9,0,9.737723167436563,7.449362267117375
10,0,2.5543370368542124,9.023509387928645
11,0,9.481495585549233,5.520927936068029
12,0,7.1204061755813886,3.4918468353442558
13,0,6.273211304579193,3.4759707617114657
14,0,5.361162867265869,9.872346495726042
15,0,7.976826281930975,5.356504472897684
16,0,8.101821328224467,2.28303553765611
17,0,5.993773012581675,6.020258003598788
18,0,6.528804656699254,8.935551377498232
19,0,2.072763671008013,3.1788404847536955
20,0,5.291241411497576,5.4971716850583405
