T,FC,x1,x2,x3,x4,x5,x6
1,2,4.447143583282544,7.470189076051166,5.449480650428014,3.33614419907585,7.03637743840581,3.214993286086638
2,1,2.8883210991526513,4.1798458127863345,7.026897948209152,5.917138966798997,4.3804034186912455,3.8172430068927654
3,1,4.6066822003326955,4.7257790834729185,3.285786922594103,3.5979642980681414,5.067618192480929,3.768261365134898
4,6,3.1341572889003437,6.20920570772806,5.792773237887868,3.199367857661685,7.241102755671331,2.290757232059734
5,3,5.596602514069309,3.53681390976538,2.864335934064904,6.913310079905023,7.7298638286333885,8.091840559353887
6,3,3.4833326245179315,4.178479475972962,9.437210797192556,3.5638442324547057,2.320818730173535,4.44867903626708
7,6,3.6175849966208227,8.233398374165729,3.5157941058354574,2.943347820003314,4.403469531278635,7.150852637094154
8,7,3.9365190076555376,7.932329413192298,6.804034083644728,2.0460262336388304,2.2164521146484173,8.991739139026404
9,4,4.552963087186774,5.715261989408377,6.602037651291422,4.492948560313539,5.384481428162269,2.1969756354185996
10,7,3.8944648661685517,8.41852466999974,6.605805368993967,7.252973640307529,3.5704272640809105,2.3209349999691247
11,5,5.410639851202145,7.604569037474249,8.253592787695151,6.790549712054872,5.900696011544191,4.468642358025483
12,4,5.5413572471059265,4.807131379027835,2.32599651602408,3.8630043974202515,4.153007616672568,3.0215654341639224
13,7,6.2561791477128335,5.478246094114142,3.2835602664698826,7.588891147729159,4.304853820122654,6.181735152716541
14,3,9.392710364393757,6.62734566492734,5.172040573060902,4.986223665412908,4.289364666189308,4.685932576504537
15,3,7.565769060402382,3.0399528241171083,4.644029806358676,5.071062037568431,4.285343212748234,3.0027934701771426
16,3,2.396147574022794,8.560021785105942,4.38267975552757,8.135722116993213,4.936805208860564,10.445215771048279
17,2,7.485488427106231,3.2655036511274016,3.297504184833115,3.7972585158134806,7.892961517338222,2.4982895694281595
18,4,6.040104610451395,5.679185341096533,7.919974607186313,2.052968646369479,7.337299804331666,5.061983495037167
19,1,7.599802654326454,5.559695893156017,2.0185430095652364,3.4964132655090236,5.504406962328905,6.0413005871332235
20,0,5.264607829790088,7.097705772197176,2.0103882215305395,2.011566708031854,6.060769401180034,3.142896798586313
