T,FC,x1,x2
1,1,2.2476918506446903,8.469963176691417
2,89,4.322356546168932,6.018572371285727
3,45,3.288336510195157,4.69990916399148
4,16,4.181194569400706,3.459202676507032
5,1,5.324790715459039,5.642124679876576
6,2,4.4754556140213095,7.0164072629511995
7,0,7.493212774644395,9.40316346919972
8,0,2.811898060809783,4.893550508878284
9,0,6.566749316305367,2.0981045474233
10,0,6.115210711482488,2.7265091485031525
11,0,7.721908899082224,7.590751858403697
12,0,7.20922237741407,3.084815441397594
13,0,6.154565757874036,3.1286875789433677
14,0,3.665335744542421,6.105555251699641
15,0,2.796241297067821,3.8702032512170224
16,0,3.3908700155127143,7.6776244124073845
17,0,7.411685895505876,3.0861224053558094
18,0,4.019496065738178,4.196275544903993
19,0,6.469036715277017,6.114730508450814
20,0,3.3112085096012986,8.074743489905028
