T,FC,x1,x2,x3,x4,x5
1,1,5.496680316167427,6.4125475437095405,7.469639663377379,7.037444678806535,5.171356539479043
2,1,6.557476032353889,7.008705156173411,6.848602781557803,4.6934027945953645,4.196964587070707
3,5,3.6463770185559152,8.939771304834375,4.835523642037632,8.017375778544043,7.63186169747333
4,5,7.492602832934814,7.21558248269581,4.5582152189048,5.06490718037765,4.595935835276535
5,6,7.306442722154593,6.448341629696564,7.967552517811809,5.023919643049661,2.7768283039281836
6,3,3.6128420412445936,8.477923449586822,3.4076658695926256,12.420901642218109,8.546943284235697
7,5,4.254619300113562,5.094588223524772,7.652547769800859,2.181157859351142,8.100211157573291
8,4,6.010654120479539,5.428869155750502,2.123454230412747,7.994450377797495,2.591626351281606
9,5,6.854558928366002,5.347411982705374,7.53415693841755,4.535243530541245,3.001343680958899
10,5,4.32024177387509,5.420280516093744,7.049567570196045,6.365970861829794,6.212258986565294
11,3,7.8244111453943965,4.177626968538722,6.9908276386317425,8.535707866839847,5.911104000258932
12,4,7.052639816775999,4.432518319712091,3.8168926797653038,2.1266097761036358,3.4976648882754566
13,4,7.63893688152653,4.404349670881565,2.3075761658135363,3.3138775763450115,6.027500841472999
14,2,6.60605259549374,6.4171198873421575,3.8395286927291656,4.095227246026405,2.7380781621055164
15,5,5.02905745044466,5.925010320687326,7.598528742688898,8.153809844649873,2.2507446518670196
16,2,6.290620161089902,4.677240027572335,3.1771901341763398,3.124320633765131,7.148023650731256
17,3,9.914209358931581,6.534963206072334,6.200202639970952,2.220257250335197,6.73892036387359
18,2,3.3372475139292543,6.542480045497578,7.778886369941434,6.646625597998127,6.204064472082729
19,2,4.220027484661124,2.9348585068201802,5.035946438390499,5.346040066113834,7.985797427270514
20,1,4.231470066848744,2.937862359993871,3.0893388040282397,5.625497945673224,5.126625172911414
