T,FC,x1,x2,x3,x4,x5,x6,x7
1,2,7.438195186792275,6.581737554046777,5.478970848488755,6.563691450932906,2.0795149404783158,7.45169101189166,9.653978728351955
2,4,3.3817572106638396,6.019722659941319,2.7940776740637654,4.594975011424218,4.821988213979594,4.98014713741305,3.9620289868428915
3,9,6.382883425961167,6.883310176958568,5.483025066737401,6.101969218400412,7.189814428029058,6.3070966136871,7.667226566804932
4,4,3.019828601133908,5.223265728063121,3.305059287798657,4.290752005613909,2.1398310840225023,3.0607565092633218,2.7176918102991867
5,3,6.041970569320044,6.103438684902229,5.172499926135705,4.672591847581717,5.814770376421,2.704101391091574,3.929878838482552
6,9,6.332334579155464,2.002123039436155,5.456249235901442,4.7258318921287765,5.737850499050013,3.226184782185044,3.827942367535874
7,6,4.623185120730157,3.4142015537123873,6.522770522536037,4.49298102947804,10.550252903908145,5.287061481889381,6.016940673656962
8,6,4.087872452442319,2.140562374747777,5.239072294222945,4.270006116152844,5.056572738700313,4.886056617927745,4.186562426481626
9,11,9.11661903089098,8.736405444868886,4.3999718696241885,6.726360695484524,3.0966490452962194,4.0541805904145924,8.309085753858271
10,3,8.466860735924985,2.204133350351319,6.084402357219887,7.490969442694129,6.1699282155231066,5.000543600006537,9.153642822921519
11,9,3.9250969338551056,6.39251622596173,3.986780909759977,4.5440699288858335,9.337194112612504,5.359121688448785,7.888028712762425
12,3,5.001201471858716,9.35348250830866,6.22647821421133,2.1919570880380608,5.7761120598172955,3.1489972900787926,2.9275541669445206
13,3,4.408634934254543,8.590886220272205,6.280191232462099,10.366433318808356,5.4755907196551625,3.2352216183061078,2.7434361642321203
14,4,6.056999757892725,8.57616489380807,7.255905470818466,9.667906908922028,6.058543420223874,4.085655227354675,2.405311010404655
15,5,2.279877960998495,5.187994872613318,4.401018021361894,5.68365683685461,5.256323916337065,7.494320574348891,4.949576083791742
16,1,6.212484932411058,7.977495706910674,5.147759586933951,3.6288312711315904,4.987543039244399,5.359803495927485,3.0227138638207576
17,1,4.341627494155578,2.914637933486497,4.452460009291751,5.4121252353945035,4.545205367656065,3.1242165347692157,2.605289469344209
18,0,3.1714803012012855,7.136829361215243,8.35985276713836,8.548864203913398,6.311920623699695,6.184550688267006,8.277203079781419
19,1,3.849247921556036,5.068497114988953,4.573150611630734,5.568811127921511,6.34932152981469,2.626581418739929,5.297811101469366
20,0,3.999763782014041,4.326062796924171,4.514819114520925,7.991058209894282,4.0584551518173235,3.291453850764724,9.961304626291133
