T,FC,x1,x2,x3,x4
1,16,8.087418808549002,9.16830264815983,8.118336513234006,4.352336474406223
2,6,6.846605767095552,3.2399447410004028,3.4462387581106637,2.316160867425763
3,11,3.849653842464001,7.453050452466171,4.2852487250386915,3.1068364500919996
4,3,2.3614558919789754,9.222381911406412,3.10787057688327,5.021094930006212
5,3,8.186023253608427,2.8691055486030494,5.666308601648891,2.7680989970882885
6,6,7.707991286544348,6.074169965856748,4.090221150090931,6.402050106138598
7,4,2.0643233584702774,4.050464610809886,6.5653849840313825,8.804749771967987
8,4,2.4311686473376444,9.214697145179223,8.261968339135242,8.848074999869372
9,5,7.4608841144584215,7.0771257470724365,6.91455252969693,2.782143759771662
10,1,3.732604696312514,3.0496141569892328,4.4725942933363,4.349603238410447
11,0,2.0565672283631984,3.0872409536181387,3.333671519206452,7.53597607531439
12,2,7.257133179647907,3.690617258857781,9.427967119158566,6.93548631988441
13,0,6.186048098891401,2.014492124782295,2.5789547518172227,4.609150363338009
14,4,3.597118229646453,2.7272782458404814,3.7855306960020125,5.926420608765453
15,3,9.223034806914555,6.878878786041721,5.4810665695504674,3.991901305170188
16,1,8.06427241770906,7.750388604749638,6.625817667506,9.634670571678733
17,1,3.3932371688036334,3.639094920376051,2.1741185634706413,4.505898810405792
18,1,9.169973088516091,4.291555056123875,6.663527552931146,3.3356174776950427
19,2,3.2543865006750075,5.938426356826032,5.1758476034730245,9.16594883067671
20,2,5.48581567673498,8.256436172196517,4.142063140494944,8.556057245617655
