T,FC,x1,x2,x3,x4,x5
1,0,3.466766710154231,4.382652056800602,2.7342788252209735,2.0364638866117573,2.8762217329428363
2,95,6.319386079875703,5.4646716213910205,5.420517357165158,6.1746442137996915,2.4034860433239635
3,30,4.529537462799251,6.152566576949937,8.293549894425599,6.189914578455082,3.599342919479445
4,1,8.750718447145424,7.658790274473762,4.445943774746464,2.080743183147429,4.642664323455674
5,0,7.129507442522671,7.582626436594056,5.026716477555393,6.478450392484457,2.023803522363045
6,0,6.772497931175261,8.182567592724604,6.132192899414915,6.445750778400987,6.05115246165311
7,0,6.4438256831129745,5.587477136421815,7.0254014015222905,6.420309839368791,4.552510615234224
8,0,8.540447236903223,2.05249875950284,6.853764486741496,5.126192917194929,4.826201089944161
9,0,2.393400206764685,4.294367439790454,5.499345110054667,3.3213117769580314,4.099771688768262
10,0,7.1325460941521435,8.285007616637397,3.2484643856705473,2.4995833665069696,5.745271190172009
11,0,3.1959578590820703,4.8727494373808895,4.444174423844171,5.780284538858208,3.6537318357971156
12,0,3.096816677278863,2.387454621889187,2.7262343353109264,5.63897354764746,5.660758781408738
13,0,3.7561766084156485,7.560352497493997,7.384600275139801,8.107438217730026,8.379373312697599
14,0,3.043134337221127,2.21340205330059,2.2477430866852064,6.100315677478585,6.704531533971591
15,0,3.33266115195765,7.015869465439648,4.650038163772578,5.133381235763591,8.905838534488764
16,0,6.753808514452192,3.4272506969992467,2.3419181436533196,4.808634853027161,6.210447202272496
17,0,4.437683028140206,7.674638566479079,5.781257792938474,4.3075676082788075,4.011539397173078
18,0,7.716151767855121,6.171239901386412,6.5599752532792035,6.4825520937724805,8.447389146801846
19,0,2.0043782960631336,11.260498137239423,6.0381515287531915,2.182221313905671,6.095381241785438
20,0,6.137015460299036,3.100979947949053,2.0152681088964264,6.198150727251432,4.83517284764342
