T,FC,x1,x2
1,0,7.369620132070896,8.088108818031387
2,0,7.5808733594195585,7.537647345211386
3,2,5.139624051797995,2.095702586786623
4,5,6.109346506067201,6.101416579947023
5,7,7.03983943573386,5.535437477512673
6,9,9.130629782767667,4.238883937781371
7,3,3.1120979873028185,5.233514277182295
8,4,5.270167439574432,2.0833308696359096
9,9,7.196195768569834,9.13371986418276
10,3,4.254225920371602,7.3861039250891025
11,9,3.419516413739254,8.596945150350612
12,2,7.209505536748257,3.2371886616108316
13,4,2.273230532582917,3.5581183429108942
14,10,5.331154104445252,5.435305074504
15,3,5.02286017422558,3.845637712203742
16,4,3.235215683450234,5.168564889423686
17,3,8.754011237167635,3.1303429197490718
18,10,8.229627414808764,3.3636015351161954
19,3,7.699768918072462,3.547611694333977
20,1,4.242347491713882,6.2807833361371594
