T,FC,x1,x2,x3
1,4,6.657502764206739,5.392460839870286,7.2092669851131905
2,3,7.014852647022305,7.3555623932134475,5.824624686416394
3,5,9.34536299901596,4.202222088100855,3.7618307690853605
4,5,6.6029000720086675,4.707358758611507,8.003282207110288
5,6,2.253948746605962,6.694801760542452,7.008003782237015
6,5,3.034860198435251,4.471497819458927,7.258943000689877
7,4,2.3066236028080627,6.439596752089452,3.8980192370625413
8,2,7.852929569664748,5.631230287230205,3.1709480691248606
9,1,4.35864156144909,7.988246877808519,5.219765095404502
10,1,8.0687436063515,5.3043698345030315,3.972179509606156
11,2,3.8252898299818163,6.720694584331043,7.339196923024503
12,3,8.977033384607637,7.186113525821372,2.0393011249663155
13,1,5.522711332904698,7.468267668048947,5.90779684389282
14,2,6.755516322093198,3.806652206252892,5.864732249683771
15,5,4.204149213483108,5.145402617986106,5.759448497331047
16,0,6.353854250826104,8.004904232551423,5.3701290629280996
17,3,3.906618997156275,6.417941765702848,8.122002885275341
18,2,2.2127563070983958,2.6707694223764222,6.8084862159121124
19,1,3.1979731035844368,4.955017652468047,2.0954878505001613
20,2,6.144129130470638,5.035707814899094,6.47033682553413
