T,FC,x1,x2,x3,x4
1,1,7.2712947241118115,8.00363773345122,7.053797207732661,3.2092707521053376
2,3,7.285197473737931,5.136319371013621,4.215759256390465,6.903998072258593
3,2,4.027416706691651,4.961365854090818,8.114881546871066,7.050837997220432
4,2,7.091073407295569,6.048218189814923,8.384068305341291,6.619918367254983
5,3,3.079108591775988,7.4325483123420115,2.1259083943161747,7.104830725748063
6,3,2.0546537207435325,2.114058178754227,2.2083639529074346,4.295609160467376
7,3,2.187969259938134,4.029719104035516,4.096704753444536,4.781351218592279
8,3,3.6337222940511515,2.044417342660606,2.590496587606173,6.468799791560049
9,3,7.735443244390437,8.392837711073613,3.0458845750010286,7.281247822970764
10,6,3.360322837951103,7.650781977366249,2.0589249849612163,7.357862406951997
11,2,3.6577605582893113,5.067932838739742,2.7629691215466927,3.1360883860556004
12,2,3.1379255294007025,7.300063623619887,6.231215569083552,5.1326420672890505
13,5,9.279592399577712,6.040452908851138,7.153972511495322,5.439352067445394
14,1,3.3091628625660032,3.408478721139871,7.870099509661524,7.232096603134581
15,3,7.36142980158159,7.313655931226299,3.5710777663488704,7.959182881989397
16,2,6.221002998151755,6.387550143152466,7.313980748316597,7.0248587472475
17,5,7.58163973558188,7.165107312299774,4.143538543239773,3.611772661953548
18,1,3.269746499503209,3.236499369773124,3.074876840818611,7.17225450059831
19,1,7.718659610401806,6.0564287458770885,7.968118281469881,5.193598026298233
20,1,4.008050014282805,7.307964715192616,2.442398556021644,8.147931996904692
