T,FC,x1,x2,x3
1,2,4.212255925300644,5.970052056649788,8.946874863921089
2,0,6.045673407194175,4.642537685325087,6.383705394500068
3,2,3.4472221031322525,8.79225881445652,8.170793926076382
4,2,2.139591595754841,5.034961122779837,9.782328494165247
5,2,4.040895326709109,4.112355136892773,4.0630407803031705
6,1,4.4825168514689935,3.4791194835014787,6.388782795958449
7,2,4.644410135714995,3.16464640823854,3.1928718054618717
8,1,4.087072493692102,7.624536138022509,5.047127365060094
9,1,3.81040212247348,6.420526594578773,4.328802589609761
10,1,5.538655460412913,3.452265129902754,2.428369799011255
11,2,6.844630538531305,2.6244993086544923,4.464503130280956
12,4,5.3262566748784534,2.6881888328176897,6.348390959884918
13,4,7.095936547525843,4.881778006101941,8.0833366318605
14,1,2.7233827765930205,5.744961823602437,6.173948658455231
15,2,3.574137362209868,8.712620523882741,3.3021048231208887
16,3,2.9438731409489183,7.850760336480321,5.754839385895526
17,2,4.063498397766878,6.64885789655189,4.6730927130149755
18,2,7.666122342035672,5.055111067330665,3.7954888783935843
19,4,3.2928122325765123,3.0671524559079826,6.211403301074477
20,2,4.228940927088664,3.882554944058327,5.939088284773988
