T,FC,x1,x2,x3
1,1,7.43932711134566,8.56196313232782,4.262311434937542
2,1,8.617261496566424,3.1565648104989084,8.30275867822394
3,0,3.1083424202673178,6.0102955199317005,7.675394587687462
4,5,6.957515908200617,4.420352137701424,4.204767537739165
5,4,4.146602740203363,6.13001812813109,7.196176320265105
6,4,4.040521231928388,2.2063474585759484,7.6747664941515605
7,3,2.729105607621807,4.506496412743029,2.8120680393193345
8,5,3.1753466524047536,7.167989331289693,8.727268628502618
9,1,7.8436008719624555,7.642269514789696,5.424690289157351
10,4,5.521701211660359,6.736302912396504,6.844772989386213
11,5,7.157329631245724,8.876280740836641,7.23231571506066
12,4,8.312807548377629,8.100092120938367,3.440815835574363
13,1,4.756638641400525,3.2926078877159886,5.566188538117027
14,1,7.155500189279323,7.255958683626219,3.763044063494527
15,1,2.710993706046692,7.139731065895303,2.312392126035746
16,4,3.1713884565246095,4.649883148070079,6.41119056284325
17,2,5.302588928977741,6.91442272742365,9.855278840215275
18,2,8.480114093227549,7.397998972168111,6.031238218973844
19,3,3.076098618512848,5.154490769145283,5.146370981696175
20,0,7.907138156849524,7.452658593667179,5.028581557670306
