T,FC,x1,x2,x3,x4
1,2,2.1273502561451876,7.200014771695813,5.451094599336922,7.035494788903592
2,2,5.951983174671002,7.075797573151626,5.07459812383732,5.487193489151064
3,2,5.262312244822117,8.754258059947405,2.826449647365864,6.487911915797326
4,0,5.217503715189339,5.09551866558642,6.397109478650899,3.0730565454155094
5,4,6.00821179271547,6.4246518440725024,7.381552554671865,5.969555821671468
6,2,3.1652693381294084,8.57653275396785,8.648955568927812,2.782020031886021
7,3,5.14049314296205,3.6173939878928048,7.6732048778111235,4.840001819197702
8,1,6.172698954691952,2.777624633117334,4.569976085343111,7.382001692912094
9,2,7.246276037753127,8.917191338645583,6.370224592477529,4.616120473549343
10,1,2.078715513568332,2.3011220560617316,3.018156455936964,6.506753773954861
11,1,3.0307574225701805,6.970415825013709,3.316299491194716,6.2115450941784855
12,1,9.050209534001702,3.1853792485238377,7.293047048514279,7.835831369098954
13,0,5.035238516625797,7.548730711670727,2.0596414289474505,4.317534218271099
14,0,3.3787885340470787,3.147299727373688,2.0627291099006673,3.05516697769322
15,2,7.5343637816980635,6.065384573217279,5.180962963437002,8.078752377961443
16,0,8.324969293605506,5.7110288268867375,6.856808121962418,3.969767167015849
17,2,4.404080137493064,6.458570931613596,7.198481802454683,6.114212179477315
18,2,8.776387598384103,7.015374499357808,8.337234751786916,6.272644114217499
19,1,6.568541370208483,5.05815581959075,4.120789334240844,5.194212542923523
20,2,3.69749057268848,2.066029830726254,5.7809795357757405,5.627244281989499
