T,FC,x1,x2
1,0,5.318598494187994,2.2887489402994934
2,1,4.0800115260531244,5.27212761278323
3,1,2.720522295543299,2.6525064105023937
4,2,4.829391344646615,5.565712062514411
5,2,7.911652978389731,6.313877833974076
6,1,7.562133096598626,3.58639366796496
7,0,6.080824193656186,5.276243367111615
8,4,2.413575472762407,7.507066774025472
9,0,2.7382478544024242,8.569041314973727
10,3,8.203101542193252,7.569175838728383
11,1,7.485602216263994,5.693715279086467
12,1,6.444832981241892,7.085960975072845
13,3,3.5301753407191443,8.300831985938583
14,4,3.292207179877032,4.353204925623798
15,2,4.349871220031322,3.366447823513405
16,0,3.1397889622783017,3.836372328441828
17,1,5.591401907201736,8.484430936993247
18,4,3.22552420576811,8.495080124348387
19,1,6.3053943686469145,6.88254157335624
20,3,5.023370997391848,5.486546810554942
