T,FC,x1,x2,x3,x4
1,2,4.419843962410698,6.189697495275569,8.714743670454842,3.115308296319117
2,6,5.39325167203051,4.655979372806318,2.0094017989901296,6.032449714368748
3,2,3.141416907442628,5.172444529465634,4.336345278633718,5.14048579886949
4,2,2.4096178315022474,8.517361283996383,5.237047208414518,4.03243264622548
5,6,3.2245080017667846,6.346453879525569,7.186142636997947,5.395227103704487
6,3,7.683699346776433,6.74429246702262,4.294356946221688,6.02083341916788
7,1,5.638076220518961,5.765357122201426,6.060119001849658,3.684242310729879
8,2,3.3046724524323667,8.75537109920337,2.702224655437102,5.274123128460992
9,2,5.645484385147951,3.2638464740680107,4.390696134665968,3.1891016419840916
10,2,4.114348360681051,6.876051184077131,4.2548545392689014,4.251282230594259
11,3,4.344705744294429,2.5093867003249724,6.00398856102915,8.147343371198613
12,2,4.209153796622088,5.25602445151288,3.80996120615945,5.1119816754451035
13,2,6.617105990793583,6.874726155091578,6.050910551087841,4.104051252106871
14,3,5.679137470039792,6.470942244358512,6.896546202176134,4.320914951189695
15,2,7.204379260848905,3.5571293687397505,3.7506242383049493,7.112661782507464
16,0,2.5910764466470555,3.6464535641111553,8.008447886155434,7.270031372656776
17,5,5.38272231341101,3.3776241669508105,5.501385168944281,5.035130417030542
18,3,2.0590676907524164,2.092022322869944,4.3436281424290195,4.3517488160151
19,0,5.989639456553125,5.480186765672178,3.494623471098336,4.952541176075199
20,0,4.737452636320157,2.1708086553777655,3.231049858278586,2.3341001018067544
