T,FC,x1,x2,x3,x4,x5,x6,x7
1,1,2.5828357262069375,7.7404985491647835,3.055157234301905,4.660146774453057,4.333010607052634,5.911311441585858,5.6439379255855355
2,7,4.367888089709801,5.8276182485219685,3.223937895675839,5.465509004559564,4.749511937534642,3.1411939414018324,7.496960669854521
3,4,2.0442432432072124,2.744463542764635,7.748399404832563,8.481011520988814,7.017154190466667,8.176508362996453,2.556703162240215
4,10,4.7423492433499845,8.023323882841233,2.1967347503664425,4.589335904900118,4.58176200961018,3.553475269842279,3.6898275380103764
5,9,5.24489556977838,3.7810214079620597,4.641158012613131,9.974254510325174,5.84563144185914,4.035314017161703,7.0732982506543225
6,9,7.554280919476648,3.26380738302393,4.292469185874504,6.835117205336198,2.3547897975000645,4.684071527538993,9.740211091734285
7,18,5.207005844860042,7.067380132821372,7.240937828658777,7.829430961964578,5.242768823055221,3.057224610273365,8.66005270548664
8,8,5.505326019880848,4.455513874452997,6.609992172993081,4.536246977720073,7.9344465258527075,3.5617143966797706,3.9455658611813873
9,15,6.115736303406215,9.240524694212004,4.946518080845479,5.379562927735874,6.453283424630718,6.191391604481349,7.48196735506194
10,10,2.2823810572983914,7.934439995140126,5.28498517789339,7.39667039311225,3.0463265161645365,8.036466852464986,7.99692878792354
11,4,6.245580243147299,5.99948503520457,7.383874577071845,4.084836756267925,4.780477467998803,8.737488160476424,6.2518231602053715
12,1,4.525909454567168,6.119997709019748,5.6459421133828425,8.05333249485763,2.298083077569198,2.0072521158082135,7.833077235429055
13,2,7.085068764714927,3.639500591333052,7.956575082362544,5.640401020839777,3.2699534440285722,7.458408515885891,6.153021001589494
14,0,5.1959916527066925,2.0486877994978636,4.190882190276426,3.1350445926946597,5.007755768344568,4.215981527053166,7.515731841097986
15,2,6.053015791651042,7.03710089393607,6.422839192211838,5.9271485585048405,7.713653398057113,6.097200775924957,7.2506464627683
16,3,5.110661168375148,7.576328550085147,8.986853899826013,5.569680056442916,7.446958779566453,7.7870540956320085,10.078350351836871
17,0,7.1996150102206204,3.826183579402972,7.148973452782969,8.898755708169013,7.55573944313192,6.083303713060949,3.2479111090622568
18,0,4.312558734952614,4.530956873268902,4.894349017370468,6.611108414109315,3.4164658866376,5.866809301172532,3.3115705736435586
19,1,6.895760036285949,4.301389841564424,7.762936186345504,11.487477335972086,4.464633054212386,7.477910974094255,3.6110307715914143
20,0,5.017118786744441,7.035417352817892,7.339621345151345,4.811065065583829,3.805618031897694,6.380873161126662,4.247128637569103
