T,FC,x1,x2
1,0,3.871321623053549,7.285242416343797
2,67,3.5892516383050896,5.125056068692728
3,34,8.8809413606096,5.205138635170531
4,0,3.341217032093155,3.5983475914152963
5,2,6.314781299216635,5.868944468652873
6,0,8.134137977933824,7.978910464037957
7,0,6.02018362719792,3.3578352324234713
8,0,4.711713676037326,8.348829986664164
9,0,3.0657294123370717,6.377923635160381
10,0,6.527576463868586,6.944046503712181
11,0,6.1434841717058415,5.452097715845688
12,0,5.838708418435958,7.956526887151259
13,0,7.56020392242304,7.716916259103696
14,0,3.0472027583921952,8.98347714908566
15,0,7.021611745039922,8.117599168439012
16,0,2.8994132915548203,5.132388366478323
17,0,6.6897540616789275,5.3501486910949625
18,0,3.1728815860187596,6.604962637594464
19,0,5.702703233957669,7.440879808319924
20,0,5.123090435312046,7.715126803354478
