T,FC,x1,x2,x3,x4,x5,x6
1,6,5.338884244621054,4.353704881788047,4.087022519191139,2.0857037625462893,7.242632518753606,6.627765395241657
2,6,4.470046655587707,8.181257088591641,7.359625405224179,7.761647386551264,5.701836938435168,4.79688908487281
3,4,5.512294371418842,2.627526992337002,5.953087338661508,5.062251098314694,6.742795807137667,2.5026343683341077
4,3,7.463570808696748,7.309903669870063,2.0405286606855135,9.067444537830339,5.331372519946676,4.37971459920139
5,3,2.0167981002316497,7.6195178865121935,6.330096351425481,5.211665858729989,6.87885323690473,4.196862437845404
6,2,4.8157965610934905,7.021007591597699,5.745144476720448,7.336549882430251,5.016324500195167,5.079384126602483
7,0,10.46692147855134,2.0616222002957185,4.2921874993270395,3.0129512431485588,5.480527216750578,6.278041600736666
8,0,6.3495713313735616,5.6564587795684975,4.2147267741783505,5.2029736986031265,6.37647928989518,5.026062037714845
9,2,2.115955561156551,3.4311947389788804,4.315699070560885,7.510495244212622,5.0194254958429525,7.815880767743427
10,4,4.649519063811081,2.48385134951634,5.1091238665899805,3.037224108097714,7.9367637200941985,4.205229583179429
11,6,6.016512476408124,6.4922361144943075,7.689165403776511,5.385839163225577,2.2768317454347726,4.554755423401896
12,4,8.040122665457957,7.764230338906524,4.2742446524268995,4.2073661685710135,2.285675903811929,6.644146095692713
13,3,7.035892702503691,2.684405656123935,3.2715025493397643,4.689463192689422,4.627327808548821,6.5941377732798045
14,1,7.2594567623590365,4.66608414575613,2.4634144113467444,5.163203147576108,6.175119647653965,3.262005198910864
15,2,5.021124273728577,4.199950683926028,3.410541142454649,6.598974201651961,7.349745935280081,5.377643492174859
16,3,3.05454001000834,5.2411154525614725,5.748870854882237,6.99967076637705,6.2967051044055395,2.318147642053718
17,3,4.736253179727475,2.1819010395189564,10.21224210205488,4.20701009212473,6.406370812457673,5.050329451487823
18,0,5.062573529689361,6.8275551958667045,9.700399741601338,3.5146875022897763,5.189758237326531,4.595502973065591
19,3,7.526477112037449,2.0258974940345773,8.556686770066479,5.1520612185681625,6.170022104281716,6.921737912793853
20,0,5.030014422918854,4.38551554830239,6.227339518091998,6.721577294622826,8.753316385391754,6.86551611994888
