T,FC,x1,x2
1,2,2.004225431279689,5.315250006060826
2,3,2.608887353654803,5.741156879855544
3,0,3.446733181757282,2.1396731277189103
4,1,5.702452961303792,8.913004631423725
5,4,4.079356263901807,6.549502094646172
6,1,9.152685459837286,3.2384814700911426
7,1,4.178650881516039,5.217036409833653
8,2,6.0546201812472376,6.209691545608274
9,2,7.75234354585009,6.765815611185634
10,0,7.153752653855191,6.504788749581079
11,5,5.286838233011627,2.628816931681464
12,0,3.350284402958557,6.173912471201145
13,2,5.899155786349734,8.042764491068423
14,4,4.82741597270613,5.260148730038682
15,1,6.297060372927496,7.022216303081268
16,2,4.253042380548935,4.952405736105913
17,2,3.7987339350563287,4.1594446788175
18,3,4.047681714697363,6.277172288732571
19,1,5.32364307600472,4.3888696505223415
20,0,4.042146503555515,5.735320575195272
