T,FC,x1,x2
1,0,2.22202790845742,5.85196727117857
2,1,3.879678336356319,5.021626746540939
3,2,4.231349192562128,3.3417950698311065
4,2,3.2807021420554863,5.227098751589889
5,4,7.420625661054103,4.977065103955912
6,7,4.996184671290033,4.187019110752699
7,0,6.24407441185893,3.859247533111004
8,3,2.2993247823369227,4.503537162077509
9,5,2.331356573907951,7.558146048883288
10,4,3.617164204320998,3.947202507039456
11,5,4.857409391343641,6.358883152669263
12,3,6.133168655164155,8.297309050376763
13,6,8.511574016364857,5.7077338960032655
14,4,2.024626200268802,2.7343603055003873
15,1,3.5569767757778123,4.469328086328643
16,2,3.2617472159922176,4.584967080310347
17,5,2.5816210369592865,4.884833805482601
18,2,6.035445596587801,6.338078835565388
19,0,7.558202693192058,5.281568155579531
20,2,6.1863039957453205,7.769717209452784
