T,FC,x1,x2,x3,x4,x5,x6,x7,x8,x9
1,0,0.0531,4.0,1.0,0.049772598057575265,3.774465612528985,0.1809712270508821,0.021802731432033432,1.02734368329683,0.18427356597349387
2,4,0.0619,20.0,0.0,0.0387982388394482,17.984812230158774,0.0,0.015517452112967395,13.41913205739634,0.0
3,1,0.158,1.0,0.5,0.04397793983711069,0.5157504388241525,0.4714400849661523,0.05257860175302708,0.7482482278445417,0.12308780573459915
4,1,0.081,1.0,0.5,0.008262055754412552,0.96669332401075,0.40893926377413115,0.05468914026333971,0.6299014753677743,0.15966393050551464
5,4,1.046,32.0,2.0,0.8490415901685624,22.042409640921584,1.717178873928261,0.676792211843172,23.13310587475375,1.936314394895417
6,5,1.75,32.0,5.0,0.7176977151532398,10.19240988310376,1.746932201267558,1.401847483822312,20.25032158184834,3.2094953078566753
7,8,2.96,24.0,4.5,1.6863827290471671,23.87988522030843,3.7926469547018415,1.5221224121591246,7.850798488068882,2.228083447902265
8,8,4.97,24.0,2.5,3.3993006087966133,11.38331721793501,0.6393229437517295,2.0234153734406584,15.53958177856926,0.7762006332797879
9,2,0.42,24.0,4.0,0.260583435668521,21.85791447117879,2.225131863227063,0.10675191723671476,6.536262151006225,0.3679991872741941
10,4,4.7,30.0,2.0,1.2178022173367393,20.274786928120292,0.6295626772344085,3.613928449026959,1.258796412993125,1.5858452752365144
11,0,0.9,0.0,0.0,0.5947958083398535,0.0,0.0,0.4658197821387587,0.0,0.0
12,1,1.5,8.0,4.0,1.493753422031477,5.4274504657442995,0.4284774601717931,1.4660169345681235,0.024736129817633845,2.9449639047683567
13,2,2.0,8.0,6.0,1.6898485313333662,5.832245024856364,5.182894131588007,1.6273867146778402,1.1161333920181455,5.592565040624217
14,1,1.2,12.0,4.0,0.9480535999698224,3.2839509466343633,1.064668393562457,0.21030955211471788,10.291887843319348,2.6487229337243017
15,0,1.2,20.0,6.0,0.1271873214447194,19.866580588008084,3.9114831542674873,0.058114194312423435,18.260629218965704,4.712180361436192
16,2,2.2,32.0,10.0,0.3166630115533945,28.24189331482937,2.1562113410888073,1.925216732163263,22.374402222156903,7.435000929729499
17,2,7.6,24.0,8.0,0.5908436717218818,7.167532711652926,7.363383247293255,5.458292761343829,6.468799537334315,1.2484599424293332
