T,FC,x1,x2,x3
1,1,7.606471819469206,2.6991262446972306,8.940036446767104
2,1,4.265976867484397,2.0344864543805268,7.000376643559213
3,1,4.026252622200975,6.439606926822015,5.51656871647412
4,7,6.156210919272727,6.718094831917823,7.730030668027465
5,4,4.671938277198979,4.401907343045865,6.176506926505929
6,0,8.166007013584236,3.15121939250498,4.770757041011507
7,1,5.630152909163437,5.987661930701202,2.0685236110376612
8,5,8.597597430638805,7.0787925373150475,2.249446169343214
9,6,4.0316860344831875,3.4863876969840883,6.938903132785895
10,6,3.5568974817869177,5.461994146956329,6.301331862176921
11,7,4.095664010856236,7.933189039758179,4.882655237958437
12,3,5.12013155973151,7.634129948418782,7.0047896405113015
13,2,3.4536836946525438,2.906765384195976,6.693200702111388
14,10,3.475389956496347,3.769714196492257,3.4335606166135113
15,4,2.533516702485754,6.60824673210138,3.258305473907966
16,5,7.420197942741089,3.0647022731195586,7.606917226993199
17,2,4.286257200440829,6.049335336169783,2.2253395053400706
18,5,7.26175948886135,5.738390848411787,4.946767349877411
19,2,5.820343301675562,2.1812427641031946,7.653595798908662
20,3,2.14975748299555,7.641131105602484,4.09702177814369
