T,FC,x1,x2,x3,x4
1,0,5.211710026371863,3.759615078326772,8.740514542595555,7.347151782891595
2,0,6.094523976294509,4.142935989762474,4.584342251077482,7.772058837759902
3,1,3.0892795308914893,7.4968115118632195,7.378594083616793,5.189848382290163
4,1,6.179672889289138,5.707316882454631,6.1160134952957765,8.002266873113806
5,4,7.250082384391654,7.3841683173613255,5.727327120821574,6.352878805674093
6,1,7.102170982036651,4.578890230953661,5.573121034298976,3.190467758714345
7,4,3.963195143379065,11.081755771810066,7.533939041312603,7.285783151634099
8,1,6.5319766854061765,5.137276020166169,8.643229284356552,3.395340575881766
9,3,6.420467404164674,6.725494415310239,4.3303196008474485,7.561775111372285
10,2,2.661706146906046,6.781669367381794,3.1411831981054332,8.75480401782073
11,3,7.174886726504997,7.254270321038659,2.129910737251803,6.581220825908729
12,3,5.088602235996693,8.818850407663351,6.919091303598869,7.292459063165272
13,2,6.7392392136046,2.2221399115569707,2.1377299460646215,2.4538272774242627
14,1,6.094100736790404,3.5230006380248775,5.303118238641264,9.732752583468828
15,3,7.321101457904674,6.113043347895802,3.34277266103136,4.099553894305537
16,1,3.3313566915797552,3.7329210336422483,2.188558699443597,5.7131596037746055
17,3,5.408317928615871,5.583976222054442,3.2884018143959857,7.331072884119232
18,9,3.391877315370955,7.7446529586170865,8.553402511460597,3.3658179923616447
19,1,2.1957840031515854,4.025652706061299,6.080106017920006,7.989239480530574
20,1,9.0047586926235,2.5285570575215166,2.343539973928685,3.2557828376050963
