T,FC,x1,x2,x3,x4
1,0,7.472681708334218,6.8421592011344465,3.681095728865634,6.336842796212093
2,0,5.036330119448522,6.349910406687947,6.9563560850747415,3.1631630835545796
3,2,6.222419542606488,7.3429925382460555,6.269174259073719,5.908341305203531
4,4,6.10051830974889,2.410139195912543,4.6267141804882,6.186812884289725
5,7,2.1907145014671974,7.077175649700645,6.39714292223291,5.924643149780909
6,3,2.484950985710203,7.180242778643026,7.4081782601074355,7.485091723019698
7,4,5.811343082794736,6.1379966149687535,6.166585145974327,4.242410650970927
8,3,8.198864370925442,8.303550257916182,4.360507527818087,5.552299056831975
9,2,6.451366001219368,4.909880567870229,3.37881109799983,5.439696002124987
10,5,5.10859140038317,2.470907114402157,4.731547130517372,5.441784950897342
11,6,3.8429371972650355,5.551897578856655,7.618364766107645,3.860786624202725
12,4,9.010378052004477,7.575716994853877,6.059309501000815,3.0860201961688807
13,5,3.760577956771375,3.476851864256969,7.179702451386312,7.090709351482184
14,5,8.07118168230775,7.631981778230163,6.334452596192082,5.635598465087254
15,7,8.14907493462401,5.2259040691750105,6.388193415910307,7.033280465034737
16,3,10.575570482136747,9.17302432463694,8.198291114711632,4.096232022133704
17,1,6.422337612108176,6.486294671598772,7.8095745200372635,3.2370353635584195
18,4,6.161988196172205,4.072831876885766,6.416074583925739,5.116826200890123
19,1,2.6452819253786086,3.719808695823626,3.2333730482958245,6.3372211945408035
20,1,6.822489583620142,4.728407200735081,6.331701764569882,4.358148145756776
