T,FC,x1,x2,x3,x4
1,3,6.362681570259551,4.077145845869637,5.022300007254146,2.3501843295962295
2,0,3.53149109070863,5.705706870016529,2.2105137453174404,4.626048013433324
3,2,7.483666508423274,2.0401692293117146,7.087668389589857,3.173793456002694
4,7,7.100817233180583,9.105124123510091,6.19797920138616,3.6475245550224287
5,1,3.444999372315511,3.0917564732953613,2.013881667105446,3.5217019171421784
6,2,4.381295496104681,9.836751149829999,6.762186107373564,6.052909745011241
7,5,7.815518030012056,8.177953276622647,2.5894451778744902,5.727686192563036
8,1,4.188227391754185,5.439337146097452,6.215233837779515,4.700415121461013
9,2,5.663998798071994,7.426288827944345,5.191926797602792,8.162309951258008
10,1,5.012228079936693,6.624958030352511,5.737907427736552,5.4701779646134066
11,2,4.8663926428521265,6.255206423478712,3.6575603087614583,6.653358581341867
12,5,7.2490146579105925,4.454561347141771,2.2287359757045335,5.4886379528181655
13,3,5.57784405819073,6.460911460301441,2.0978958012827875,3.3576892421760824
14,6,7.528809199914907,7.054218495544701,3.965942628212943,6.179328803086492
15,2,5.085962718046551,5.1841135709802355,6.251135951332312,2.9955544021025053
16,1,3.012424833426886,5.141584627889764,7.371221030023227,4.810054049303835
17,2,5.302506160211009,7.499343096961793,4.362517788602259,8.551021701979408
18,1,9.609607952329382,4.616310016359652,6.953105903092184,5.5915743240886515
19,2,6.889660418446977,2.7798971362652,4.475020073454498,2.04273239169174
20,1,6.153083975933015,5.233125230294174,4.7141924914767435,6.917401237906987
