T,FC,x1,x2,x3,x4
1,2,4.00645310348403,6.146912825568329,5.65586116270512,3.5119362777869245
2,2,8.166894855654803,5.859523544506082,8.191927832523207,9.012139207499143
3,7,3.2594973997394505,7.347311091808005,5.364746999275787,8.666889760457337
4,7,2.1128864246579546,2.130143476357762,7.145235988006574,3.7060417580772564
5,6,3.726699444845524,7.5482085944733655,7.672159355416956,5.169941153920911
6,10,2.4514192596490676,5.384585084342282,3.0752250831020937,4.079003079078582
7,4,4.703436622312792,3.1077019625632762,4.360368453318994,4.548272410529685
8,5,6.101101722588562,6.039374675086933,8.825049082689466,3.8519064106700536
9,7,2.380966453086243,6.794361562933371,7.644183294577965,5.295131336619452
10,12,3.159932834895766,4.039542170122752,5.069685710299783,2.158545657371143
11,6,3.4991506604043847,6.799014355075146,4.039377900235889,6.244106777585541
12,6,7.482771306497262,4.564901436547548,9.711890817423564,7.2222633323980965
13,10,6.0992499003051766,7.439251245112365,7.362691866987944,2.575794811921453
14,10,4.324483519105817,7.099763991244865,6.439326084553749,4.192383713234243
15,5,6.268524301513136,3.0704824706739253,5.47156394092272,2.1455259291583615
16,8,7.115160668554277,7.292477331699857,2.0917174645405603,7.205606880527188
17,5,3.1345306008629077,7.050946558561981,4.166064818215245,6.096782123418589
18,2,3.4677342136650875,5.412885999907774,8.644857290145026,8.105779717908321
19,1,2.160867342410994,4.166053790585668,3.0380663482159576,3.6396806079857535
20,2,4.280038236065763,7.705998769895361,6.214741070662939,2.019375267400747
