T,FC,x1,x2,x3
1,0,7.191935839387747,3.259002070213777,4.052490643089634
2,0,5.432822233049995,3.3394640511209683,8.719334974078208
3,2,3.7389514122497767,7.321259215352598,6.143715175375668
4,0,7.570055165885085,5.400100379680893,4.505655368015103
5,2,11.857363396812953,7.922641077445526,6.756486216340583
6,3,3.0246099774539776,7.2432839966490565,8.030736977545956
7,3,4.213360556638425,4.213189265162662,4.25257262808754
8,4,3.037506724549801,3.8645156803316665,4.093908591316605
9,3,4.280011071478208,7.2786203257433835,7.361966768105829
10,2,4.246725980902791,4.434865421349786,4.557837852560157
11,0,7.0547487963370505,4.116280711727801,6.545791786025546
12,3,4.419565090099975,4.4097208504140735,2.4077864835552703
13,1,6.920872500734925,3.7706739023824722,4.421171568457125
14,4,9.406816410530727,5.573961081334247,4.545582571215322
15,3,4.3852938580095255,6.591855339828081,8.48117070369573
16,1,6.447107941643571,5.0413418305430575,5.091640056024525
17,1,2.619649814495154,5.478018392835779,6.587222844657278
18,1,7.093268702649714,7.188028291658232,8.195543502838753
19,1,4.35269212100791,3.0095242402792404,7.23107770172283
20,1,6.685661502832575,4.445923477752924,4.056175853139888
