T,FC,x1,x2,x3
1,2,2.3611448172264304,4.859214462495267,4.63824872980881
2,0,2.1820666620784475,6.326509634408084,5.0447761057148055
3,2,4.178712456257333,5.390218212630339,7.243985408200789
4,0,8.80522792496458,3.0076163044254622,6.404542588098753
5,0,3.0533479771947443,7.2463506891501686,4.573255353599634
6,0,8.107574936608065,7.092623831126125,2.1220566753010055
7,0,4.15159485076158,3.285725349879546,5.056954471238724
8,2,7.035922153391406,3.9312098967616462,3.5413421785172963
9,2,6.130116778244371,5.661509988154685,3.091285804844177
10,0,4.009195676143313,5.420620574746488,4.4228352646936555
11,0,4.1984993135608795,2.1453448628609686,9.621061828908593
12,0,6.218582348617859,7.84383479063795,3.384862234974168
13,2,2.064115286981364,4.321347898988588,5.286543605265725
14,0,6.470420761398783,4.6033871588814685,7.50775312460642
15,2,5.086195064078343,5.796674894670392,5.254996185782616
16,0,2.455823166259138,4.1382691600587584,2.3980212203990976
17,0,7.675226503020043,7.022332956599319,4.4102857659355355
18,2,2.6355906206387933,2.474323161451892,4.13366705939198
19,1,10.137732555547245,6.352009660039619,6.649728422263563
20,0,4.12387227944457,6.360723145241978,6.836690287158077
