T,FC,x1,x2
1,1,2.2520027878239492,4.620257994178781
2,2,4.72747950743827,3.2643900074991166
3,1,2.089103042657895,3.5927957181326
4,1,2.0426149899019843,7.4332908064135115
5,0,5.35946349680809,2.309181532746443
6,0,8.192612557975282,6.88633346883346
7,2,2.4595159777954176,6.053097794087088
8,1,6.172016891884097,3.2762804237785716
9,0,5.391791854299184,5.451263149092671
10,2,5.663626155759151,9.064117405667925
11,1,3.0709709690340548,4.167464607311537
12,0,2.1595833710816934,8.905674702936464
13,1,3.2164852033375038,6.971111793836718
14,0,7.722286845351183,2.2498563561519522
15,2,5.702045353229208,10.406009116194445
16,0,3.884958345881138,6.280769922976568
17,1,3.3745569985783503,7.629570576455679
18,0,9.411354587208741,5.386760212849403
19,0,4.300496153761901,6.739373349747432
20,1,8.188453732124248,5.806635955265397
