T,FC,x1,x2,x3,x4
1,8,5.61894087285812,6.5674854825937965,7.63576472874777,6.71344383911898
2,7,4.157192043148516,6.132633574116825,3.602644882883669,6.448306228274491
3,4,7.563328226443268,6.091551975641486,2.039332344987479,5.9489718955492235
4,2,3.517342546654244,3.4134162780156228,6.587225407196099,4.103467735659818
5,8,6.107709151111591,4.11311831172416,7.28054113864006,7.031351816084749
6,4,4.010837146715295,6.402869619099561,7.082354905211627,4.172064377228638
7,9,3.587835517380819,5.904425985898543,4.496971439039698,5.828892116869408
8,3,2.4995309312938407,3.8984980257289634,9.410458143050857,5.693889667960004
9,0,5.032819924154447,4.448647951738649,2.1217129800781493,3.7183349569143958
10,6,5.4927923841848125,5.380690886824542,4.625672675403507,5.013433056708063
11,6,5.2818807699378985,4.529653952380804,3.409748707320248,6.357278012959316
12,0,3.796717734925717,2.751120420076585,4.265238266399774,5.230597061324931
13,3,5.3305387292075705,7.20689172088737,6.751216747831871,3.0914894236616393
14,5,4.832126801767111,6.315313709379415,7.60679227686,4.669318230382361
15,0,3.4910709681889425,7.046473843802578,8.328677792717427,5.216053822991334
16,4,4.191000321746406,5.6708844177198054,4.046322174581508,4.812464575744163
17,7,5.245493400043342,7.593572831842796,6.066706512725309,7.349027777151144
18,1,6.912961308339379,6.612958040670991,4.011776006546622,6.395597684224045
19,8,5.406568579136701,10.714548688077603,9.089513881642532,7.463393913671565
20,1,6.212345337263358,9.458988872058328,6.86600425385932,3.888194615382459
