T,FC,x1,x2
1,2,7.510649811667802,7.952878256473249
2,5,8.477899104852652,3.723686809626756
3,8,10.18362476439549,9.824478839084506
4,3,7.31648155099195,2.129624481203507
5,3,2.565330549103085,2.4122741756962895
6,2,4.826612555895837,7.0540079892408105
7,6,6.028176446876469,5.522310067439224
8,4,5.286667705780597,3.0122006751163397
9,2,5.1233112763420685,5.691636552771492
10,2,3.7647212611167955,3.196698933362148
11,5,3.406565665075382,6.3010275665198945
12,2,6.867131171174458,7.724529157629434
13,4,5.101313289125307,3.0973436885213506
14,3,2.2595714707139782,3.942636013275437
15,1,7.5651363687790845,3.2782731668731993
16,4,2.6575605424449904,6.136751321005194
17,2,7.664555886146873,6.670816056170176
18,3,7.045269515796656,5.633115304803246
19,0,6.477900563987481,5.365117910358787
20,3,5.520870331693355,4.044330703524162
