T,FC,x1,x2,x3,x4
1,1,5.590162504986646,7.080960017023717,5.154117388921381,4.96201945381079
2,75,8.63416590639824,7.0033933221569775,7.230874390040085,5.667118033983099
3,28,3.0874722683078524,5.704072141983817,6.170970951064705,5.466880628015468
4,6,3.1485346968295236,6.04529574582731,6.2611553821139285,6.154265459220376
5,0,5.356600384703118,4.201972643592814,2.392100936774768,5.666498002414238
6,0,3.306035943541991,6.73774256043205,5.274682626943229,8.076638867556202
7,0,7.533585785278522,5.767526881438264,3.4615166173307754,5.182128482311838
8,0,8.455161264014755,4.3591183707878445,7.564862419787079,3.313485027427605
9,0,4.171699493054595,5.143358134180804,4.050895935016046,2.397145685342047
10,0,2.56035853125584,2.9257523347268486,3.05759171525387,3.041504277970282
11,0,3.1606058694717207,4.812116677265248,5.155436909127356,6.572969092538073
12,0,6.103052131721714,4.221484042854363,6.235497891213333,5.545619609055534
13,0,6.235378018801226,3.924679568998477,5.790622336902941,5.013875855616162
14,0,7.465149220277294,2.253993927504877,7.959698419856851,5.827547446539335
15,0,8.368492139822235,4.499827504778218,2.440185287259055,4.0959219018564506
16,0,4.424135370525497,7.020362942169185,4.188460001864002,8.32034732488565
17,0,6.247667237361994,4.1096365771833625,7.177573058962555,2.181010132815592
18,0,5.821236822968486,7.543997520155703,5.453358061570729,3.9618681633756943
19,0,7.060391273881423,7.739305574976184,8.9675842773425,6.475041746806109
20,0,5.261323067985831,9.558483478741316,7.744640322589555,7.195662569751306
